rep_id,trial_id,starting_index,landscape_seed,avg_fitness,max_fitness,dom_fitness,final_max_org_fitness,final_max_org_genotype
000,1,0,0847,4.54206,4.55959,4.55959,4.55959,000011
000,2,0,0847,4.5352,4.55959,4.55959,4.55959,000011
000,3,0,0847,4.51908,4.55959,4.55959,4.55959,000011
000,4,0,0847,4.53998,4.55959,4.55959,4.55959,000011
000,5,0,0847,4.53743,4.55959,4.55959,4.55959,000011
000,6,0,0847,4.53235,4.55959,4.55959,4.55959,000011
000,7,0,0847,4.52663,4.55959,4.55959,4.55959,000011
000,8,0,0847,4.52106,4.57283,4.55959,4.57283,011011
000,9,0,0847,4.53584,4.55959,4.55959,4.55959,000011
000,10,0,0847,4.52714,4.55959,4.55959,4.55959,000011
000,11,0,0847,3.9536,4.55959,3.984,4.55959,000011
000,12,0,0847,4.53786,4.55959,4.55959,4.55959,000011
000,13,0,0847,3.96827,3.984,3.984,3.984,000110
000,14,0,0847,4.53275,4.55959,4.55959,4.55959,000011
000,15,0,0847,3.95414,3.984,3.984,3.984,000110
000,16,0,0847,4.53878,4.55959,4.55959,4.55959,000011
000,17,0,0847,4.53955,4.55959,4.55959,4.55959,000011
000,18,0,0847,3.95929,3.984,3.984,3.984,000110
000,19,0,0847,4.53092,4.57283,4.55959,4.57283,011011
000,20,0,0847,3.95431,3.984,3.984,3.984,000110
000,21,0,0847,3.97027,3.984,3.984,3.984,000110
000,22,0,0847,4.53871,4.55959,4.55959,4.55959,000011
000,23,0,0847,4.53605,4.55959,4.55959,4.55959,000011
000,24,0,0847,4.53015,4.55959,4.55959,4.55959,000011
000,25,0,0847,3.96084,3.984,3.984,3.984,000110
000,26,0,0847,4.53521,4.55959,4.55959,4.55959,000011
000,27,0,0847,4.53935,4.55959,4.55959,4.55959,000011
000,28,0,0847,4.52683,4.55959,4.55959,4.55959,000011
000,29,0,0847,4.52171,4.55959,4.55959,4.55959,000011
000,30,0,0847,4.53617,4.55959,4.55959,4.55959,000011
000,31,0,0847,4.54062,4.55959,4.55959,4.55959,000011
000,32,0,0847,3.97411,3.984,3.984,3.984,000110
000,33,0,0847,4.52275,4.55959,4.55959,4.55959,000011
000,34,0,0847,3.94727,3.984,3.984,3.984,000110
000,35,0,0847,4.52613,4.55959,4.55959,4.55959,000011
000,36,0,0847,4.53572,4.55959,4.55959,4.55959,000011
000,37,0,0847,4.53419,4.55959,4.55959,4.55959,000011
