"","genotype_a","genotype_b","avg_fitness_a","avg_fitness_b","fitness_sd_a","fitness_sd_b","raw_p","adj_p","starting_fitness_a","starting_fitness_b","x_a","y_a","x_b","y_b","fitness_diff"
"1",0,1,1.334509,1.352296,0.127664513863485,0.126767352263901,0.838942416469268,1,1.210002,1.000002,0,0.5,0.166666666666667,0.142857142857143,-0.21
"2",0,2,1.334509,1.349755,0.127664513863485,0.12705,0.801918515681326,1,1.210002,1.000002,0,0.5,0.166666666666667,0.285714285714286,-0.21
"3",0,4,1.334509,1.352296,0.127664513863485,0.126767352263901,0.838942416469268,1,1.210002,1.000002,0,0.5,0.166666666666667,0.428571428571429,-0.21
"4",0,8,1.334509,1.339591,0.127664513863485,0.127664513863485,0.611620605008047,1,1.210002,1.000002,0,0.5,0.166666666666667,0.571428571428571,-0.21
"5",0,16,1.334509,1.344673,0.127664513863485,0.127460005099639,0.714232843334472,1,1.210002,1.000002,0,0.5,0.166666666666667,0.714285714285714,-0.21
"6",0,32,1.334509,1.36246,0.127664513863485,0.125110191431394,0.94055863627564,1,1.210002,1.000002,0,0.5,0.166666666666667,0.857142857142857,-0.21
"7",1,0,1.352296,1.334509,0.126767352263901,0.127664513863485,0.161748839973687,0.970493039842123,1.000002,1.210002,0.166666666666667,0.142857142857143,0,0.5,0.21
"8",1,3,1.352296,1.443772,0.126767352263901,0.0692828867758843,0.999999996491436,1,1.000002,1.000002,0.166666666666667,0.142857142857143,0.333333333333333,0.0625,0
"9",1,5,1.352296,1.456477,0.126767352263901,0.0435645830922322,0.999999999995516,1,1.000002,1.000002,0.166666666666667,0.142857142857143,0.333333333333333,0.125,0
"10",1,9,1.352296,1.441231,0.126767352263901,0.0730851291303505,0.999999988986882,1,1.000002,1.000002,0.166666666666667,0.142857142857143,0.333333333333333,0.25,0
"11",1,17,1.352296,1.431067,0.126767352263901,0.0858852076902653,0.999999367975117,1,1.000002,1.000002,0.166666666666667,0.142857142857143,0.333333333333333,0.4375,0
"12",1,33,1.352296,1.43869,0.126767352263901,0.0766140326572097,0.999999967288825,1,1.000002,1.000002,0.166666666666667,0.142857142857143,0.333333333333333,0.6875,0
"13",2,3,1.349755,1.443772,0.12705,0.0692828867758843,0.999999998339835,1,1.000002,1.000002,0.166666666666667,0.285714285714286,0.333333333333333,0.0625,0
"14",2,0,1.349755,1.334509,0.12705,0.127664513863485,0.198868350151082,1,1.000002,1.210002,0.166666666666667,0.285714285714286,0,0.5,0.21
"15",2,6,1.349755,1.448854,0.12705,0.0606494154959469,0.999999999863013,1,1.000002,1.000002,0.166666666666667,0.285714285714286,0.333333333333333,0.1875,0
"16",2,10,1.349755,1.43869,0.12705,0.0766140326572097,0.999999984021171,1,1.000002,1.000002,0.166666666666667,0.285714285714286,0.333333333333333,0.3125,0
"17",2,18,1.349755,1.443772,0.12705,0.0692828867758843,0.999999998339835,1,1.000002,1.000002,0.166666666666667,0.285714285714286,0.333333333333333,0.5,0
"18",2,34,1.349755,1.443772,0.12705,0.0692828867758843,0.999999998339835,1,1.000002,1.000002,0.166666666666667,0.285714285714286,0.333333333333333,0.75,0
"19",3,2,1.443772,1.349755,0.0692828867758843,0.12705,1.69271092287453e-09,1.01562655372472e-08,1.000002,1.000002,0.333333333333333,0.0625,0.166666666666667,0.285714285714286,0
"20",3,1,1.443772,1.352296,0.0692828867758843,0.126767352263901,3.57637832558083e-09,2.1458269953485e-08,1.000002,1.000002,0.333333333333333,0.0625,0.166666666666667,0.142857142857143,0
"21",3,7,1.443772,1.4641,0.0692828867758843,0,0.998031243151838,1,1.000002,1.000002,0.333333333333333,0.0625,0.5,0.0476190476190476,0
"22",3,11,1.443772,1.4641,0.0692828867758843,0,0.998031243151838,1,1.000002,1.000002,0.333333333333333,0.0625,0.5,0.0952380952380952,0
"23",3,19,1.443772,1.4641,0.0692828867758843,0,0.998031243151838,1,1.000002,1.000002,0.333333333333333,0.0625,0.5,0.238095238095238,0
"24",3,35,1.443772,1.4641,0.0692828867758843,0,0.998031243151838,1,1.000002,1.000002,0.333333333333333,0.0625,0.5,0.523809523809524,0
"25",4,5,1.352296,1.456477,0.126767352263901,0.0435645830922322,0.999999999995516,1,1.000002,1.000002,0.166666666666667,0.428571428571429,0.333333333333333,0.125,0
"26",4,6,1.352296,1.448854,0.126767352263901,0.0606494154959469,0.999999999701972,1,1.000002,1.000002,0.166666666666667,0.428571428571429,0.333333333333333,0.1875,0
"27",4,0,1.352296,1.334509,0.126767352263901,0.127664513863485,0.161748839973687,0.970493039842123,1.000002,1.210002,0.166666666666667,0.428571428571429,0,0.5,0.21
"28",4,12,1.352296,1.448854,0.126767352263901,0.0606494154959469,0.999999999701972,1,1.000002,1.000002,0.166666666666667,0.428571428571429,0.333333333333333,0.375,0
"29",4,20,1.352296,1.448854,0.126767352263901,0.0606494154959469,0.999999999701972,1,1.000002,1.000002,0.166666666666667,0.428571428571429,0.333333333333333,0.5625,0
"30",4,36,1.352296,1.433608,0.126767352263901,0.0829887124854941,0.999999752811835,1,1.000002,1.000002,0.166666666666667,0.428571428571429,0.333333333333333,0.8125,0
"31",5,4,1.456477,1.352296,0.0435645830922322,0.126767352263901,4.58927233310552e-12,2.75356339986331e-11,1.000002,1.000002,0.333333333333333,0.125,0.166666666666667,0.428571428571429,0
"32",5,7,1.456477,1.4641,0.0435645830922322,0,0.959648663953616,1,1.000002,1.000002,0.333333333333333,0.125,0.5,0.0476190476190476,0
"33",5,1,1.456477,1.352296,0.0435645830922322,0.126767352263901,4.58927233310552e-12,2.75356339986331e-11,1.000002,1.000002,0.333333333333333,0.125,0.166666666666667,0.142857142857143,0
"34",5,13,1.456477,1.4641,0.0435645830922322,0,0.959648663953616,1,1.000002,1.000002,0.333333333333333,0.125,0.5,0.142857142857143,0
"35",5,21,1.456477,1.4641,0.0435645830922322,0,0.959648663953616,1,1.000002,1.000002,0.333333333333333,0.125,0.5,0.285714285714286,0
"36",5,37,1.456477,1.4641,0.0435645830922322,0,0.959648663953616,1,1.000002,1.000002,0.333333333333333,0.125,0.5,0.571428571428571,0
"37",6,7,1.448854,1.4641,0.0606494154959469,0,0.993522233254022,1,1.000002,1.000002,0.333333333333333,0.1875,0.5,0.0476190476190476,0
"38",6,4,1.448854,1.352296,0.0606494154959469,0.126767352263901,3.04251835046825e-10,1.82551101028095e-09,1.000002,1.000002,0.333333333333333,0.1875,0.166666666666667,0.428571428571429,0
"39",6,2,1.448854,1.349755,0.0606494154959469,0.12705,1.39882412458481e-10,8.39294474750889e-10,1.000002,1.000002,0.333333333333333,0.1875,0.166666666666667,0.285714285714286,0
"40",6,14,1.448854,1.4641,0.0606494154959469,0,0.993522233254022,1,1.000002,1.000002,0.333333333333333,0.1875,0.5,0.19047619047619,0
"41",6,22,1.448854,1.4641,0.0606494154959469,0,0.993522233254022,1,1.000002,1.000002,0.333333333333333,0.1875,0.5,0.333333333333333,0
"42",6,38,1.448854,1.4641,0.0606494154959469,0,0.993522233254022,1,1.000002,1.000002,0.333333333333333,0.1875,0.5,0.619047619047619,0
"43",7,6,1.4641,1.448854,0,0.0606494154959469,0.0066297982431008,0.0397787894586048,1.000002,1.000002,0.5,0.0476190476190476,0.333333333333333,0.1875,0
"44",7,5,1.4641,1.456477,0,0.0435645830922322,0.0413688080390578,0.248212848234347,1.000002,1.000002,0.5,0.0476190476190476,0.333333333333333,0.125,0
"45",7,3,1.4641,1.443772,0,0.0692828867758843,0.00201422060184952,0.0120853236110971,1.000002,1.000002,0.5,0.0476190476190476,0.333333333333333,0.0625,0
"46",7,15,1.4641,1.4641,0,0,1,1,1.000002,1.000002,0.5,0.0476190476190476,0.666666666666667,0.0625,0
"47",7,23,1.4641,1.4641,0,0,1,1,1.000002,1.000002,0.5,0.0476190476190476,0.666666666666667,0.125,0
"48",7,39,1.4641,1.4641,0,0,1,1,1.000002,1.000002,0.5,0.0476190476190476,0.666666666666667,0.375,0
"49",8,9,1.339591,1.441231,0.127664513863485,0.0730851291303505,0.999999999750207,1,1.000002,1.000002,0.166666666666667,0.571428571428571,0.333333333333333,0.25,0
"50",8,10,1.339591,1.43869,0.127664513863485,0.0766140326572097,0.999999999197605,1,1.000002,1.000002,0.166666666666667,0.571428571428571,0.333333333333333,0.3125,0
"51",8,12,1.339591,1.448854,0.127664513863485,0.0606494154959469,0.99999999999455,1,1.000002,1.000002,0.166666666666667,0.571428571428571,0.333333333333333,0.375,0
"52",8,0,1.339591,1.334509,0.127664513863485,0.127664513863485,0.389461032021326,1,1.000002,1.210002,0.166666666666667,0.571428571428571,0,0.5,0.21
"53",8,24,1.339591,1.446313,0.127664513863485,0.0651594728339633,0.999999999979358,1,1.000002,1.000002,0.166666666666667,0.571428571428571,0.333333333333333,0.625,0
"54",8,40,1.339591,1.433608,0.127664513863485,0.0829887124854941,0.999999992854816,1,1.000002,1.000002,0.166666666666667,0.571428571428571,0.333333333333333,0.875,0
"55",9,8,1.441231,1.339591,0.0730851291303505,0.127664513863485,2.5479027893168e-10,1.52874167359008e-09,1.000002,1.000002,0.333333333333333,0.25,0.166666666666667,0.571428571428571,0
"56",9,11,1.441231,1.4641,0.0730851291303505,0,0.998913777641469,1,1.000002,1.000002,0.333333333333333,0.25,0.5,0.0952380952380952,0
"57",9,13,1.441231,1.4641,0.0730851291303505,0,0.998913777641469,1,1.000002,1.000002,0.333333333333333,0.25,0.5,0.142857142857143,0
"58",9,1,1.441231,1.352296,0.0730851291303505,0.126767352263901,1.12178512668335e-08,6.73071076010009e-08,1.000002,1.000002,0.333333333333333,0.25,0.166666666666667,0.142857142857143,0
"59",9,25,1.441231,1.4641,0.0730851291303505,0,0.998913777641469,1,1.000002,1.000002,0.333333333333333,0.25,0.5,0.380952380952381,0
"60",9,41,1.441231,1.4641,0.0730851291303505,0,0.998913777641469,1,1.000002,1.000002,0.333333333333333,0.25,0.5,0.666666666666667,0
"61",10,11,1.43869,1.4641,0.0766140326572097,0,0.999401393971989,1,1.000002,1.000002,0.333333333333333,0.3125,0.5,0.0952380952380952,0
"62",10,8,1.43869,1.339591,0.0766140326572097,0.127664513863485,8.17905894093073e-10,4.90743536455844e-09,1.000002,1.000002,0.333333333333333,0.3125,0.166666666666667,0.571428571428571,0
"63",10,14,1.43869,1.4641,0.0766140326572097,0,0.999401393971989,1,1.000002,1.000002,0.333333333333333,0.3125,0.5,0.19047619047619,0
"64",10,2,1.43869,1.349755,0.0766140326572097,0.12705,1.62691509378099e-08,9.76149056268591e-08,1.000002,1.000002,0.333333333333333,0.3125,0.166666666666667,0.285714285714286,0
"65",10,26,1.43869,1.4641,0.0766140326572097,0,0.999401393971989,1,1.000002,1.000002,0.333333333333333,0.3125,0.5,0.428571428571429,0
"66",10,42,1.43869,1.4641,0.0766140326572097,0,0.999401393971989,1,1.000002,1.000002,0.333333333333333,0.3125,0.5,0.714285714285714,0
"67",11,10,1.4641,1.43869,0,0.0766140326572097,0.000612335864094357,0.00367401518456614,1.000002,1.000002,0.5,0.0952380952380952,0.333333333333333,0.3125,0
"68",11,9,1.4641,1.441231,0,0.0730851291303505,0.00111120014568727,0.00666720087412364,1.000002,1.000002,0.5,0.0952380952380952,0.333333333333333,0.25,0
