"X","genotype_a","genotype_b","avg_fitness_a","avg_fitness_b","fitness_sd_a","fitness_sd_b","raw_p","adj_p","starting_fitness_a","starting_fitness_b","fitness_diff","mut_prob","pop_size","condition_num","genotype_a_x","genotype_b_x","starting_fitness_a_norm","starting_fitness_b_norm","avg_fitness_a_norm","avg_fitness_b_norm","sd_fitness_a_norm","sd_fitness_b_norm","is_signif","signif_marker","signif_text","text_x","x_min","x_max","y","text_y","mut_str","mut_factor"
339,56,60,1.77156,1.77156,0,0,1,1,1.330998,1.464102,0.133104,5e-04,1000,1,3,4,1.330998,1.464102,1.77156,1.77156,0,0,FALSE,"","p=1",3.5,3.9,3.1,0.95,0.91,"0.0005","0.0005"
340,56,48,1.77156,1.77156,0,0,1,1,1.330998,1.210002,-0.120996,5e-04,1000,1,3,2,1.330998,1.210002,1.77156,1.77156,0,0,FALSE,"","p=1",2.5,2.1,2.9,0.95,0.91,"0.0005","0.0005"
362,60,62,1.77156,1.77156,0,0,1,1,1.464102,1.610508,0.146406,5e-04,1000,1,4,5,1.464102,1.610508,1.77156,1.77156,0,0,FALSE,"","p=1",4.5,4.9,4.1,0.95,0.91,"0.0005","0.0005"
363,60,56,1.77156,1.77156,0,0,1,1,1.464102,1.330998,-0.133104,5e-04,1000,1,4,3,1.464102,1.330998,1.77156,1.77156,0,0,FALSE,"","p=1",3.5,3.1,3.9,0.95,0.91,"0.0005","0.0005"
373,62,63,1.77156,1.77156,0,0,1,1,1.610508,1.77156,0.161052,5e-04,1000,1,5,6,1.610508,1.77156,1.77156,1.77156,0,0,FALSE,"","p=1",5.5,5.9,5.1,0.95,0.91,"0.0005","0.0005"
374,62,60,1.77156,1.77156,0,0,1,1,1.610508,1.464102,-0.146406,5e-04,1000,1,5,4,1.610508,1.464102,1.77156,1.77156,0,0,FALSE,"","p=1",4.5,4.1,4.9,0.95,0.91,"0.0005","0.0005"
379,63,62,1.77156,1.77156,0,0,1,1,1.77156,1.610508,-0.161052,5e-04,1000,1,6,5,1.77156,1.610508,1.77156,1.77156,0,0,FALSE,"","p=1",5.5,5.1,5.9,0.95,0.91,"0.0005","0.0005"
6,0,32,1.7668749,1.77156,0.0345642043334144,0,0.922899893924999,1,1.000002,1.099998,0.099996,1e-04,1000,2,0,1,1.000002,1.099998,1.7668749,1.77156,0.0345642043334144,0,FALSE,"","p=1",0.5,0.9,0.1,0.9,0.86,"0.0001","0.0001"
197,32,48,1.77156,1.77156,0,0,1,1,1.099998,1.210002,0.110004,1e-04,1000,2,1,2,1.099998,1.210002,1.77156,1.77156,0,0,FALSE,"","p=1",1.5,1.9,1.1,0.9,0.86,"0.0001","0.0001"
198,32,0,1.77156,1.7668749,0,0.0345642043334144,0.0791704396768252,0.475022638060951,1.099998,1.000002,-0.099996,1e-04,1000,2,1,0,1.099998,1.000002,1.77156,1.7668749,0,0.0345642043334144,FALSE,"","p=0.475",0.5,0.1,0.9,0.9,0.86,"0.0001","0.0001"
292,48,56,1.77156,1.77156,0,0,1,1,1.210002,1.330998,0.120996,1e-04,1000,2,2,3,1.210002,1.330998,1.77156,1.77156,0,0,FALSE,"","p=1",2.5,2.9,2.1,0.9,0.86,"0.0001","0.0001"
293,48,32,1.77156,1.77156,0,0,1,1,1.210002,1.099998,-0.110004,1e-04,1000,2,2,1,1.210002,1.099998,1.77156,1.77156,0,0,FALSE,"","p=1",1.5,1.1,1.9,0.9,0.86,"0.0001","0.0001"
339,56,60,1.77156,1.77156,0,0,1,1,1.330998,1.464102,0.133104,1e-04,1000,2,3,4,1.330998,1.464102,1.77156,1.77156,0,0,FALSE,"","p=1",3.5,3.9,3.1,0.9,0.86,"0.0001","0.0001"
340,56,48,1.77156,1.77156,0,0,1,1,1.330998,1.210002,-0.120996,1e-04,1000,2,3,2,1.330998,1.210002,1.77156,1.77156,0,0,FALSE,"","p=1",2.5,2.1,2.9,0.9,0.86,"0.0001","0.0001"
362,60,62,1.77156,1.77156,0,0,1,1,1.464102,1.610508,0.146406,1e-04,1000,2,4,5,1.464102,1.610508,1.77156,1.77156,0,0,FALSE,"","p=1",4.5,4.9,4.1,0.9,0.86,"0.0001","0.0001"
363,60,56,1.77156,1.77156,0,0,1,1,1.464102,1.330998,-0.133104,1e-04,1000,2,4,3,1.464102,1.330998,1.77156,1.77156,0,0,FALSE,"","p=1",3.5,3.1,3.9,0.9,0.86,"0.0001","0.0001"
373,62,63,1.77156,1.77156,0,0,1,1,1.610508,1.77156,0.161052,1e-04,1000,2,5,6,1.610508,1.77156,1.77156,1.77156,0,0,FALSE,"","p=1",5.5,5.9,5.1,0.9,0.86,"0.0001","0.0001"
374,62,60,1.77156,1.77156,0,0,1,1,1.610508,1.464102,-0.146406,1e-04,1000,2,5,4,1.610508,1.464102,1.77156,1.77156,0,0,FALSE,"","p=1",4.5,4.1,4.9,0.9,0.86,"0.0001","0.0001"
379,63,62,1.77156,1.77156,0,0,1,1,1.77156,1.610508,-0.161052,1e-04,1000,2,6,5,1.77156,1.610508,1.77156,1.77156,0,0,FALSE,"","p=1",5.5,5.1,5.9,0.9,0.86,"0.0001","0.0001"
6,0,32,1.77156,1.77156,0,0,1,1,1.000002,1.099998,0.099996,0.005,1000,4,0,1,1.000002,1.099998,1.77156,1.77156,0,0,FALSE,"","p=1",0.5,0.9,0.1,0.8,0.76,"0.005","0.005"
197,32,48,1.77156,1.77156,0,0,1,1,1.099998,1.210002,0.110004,0.005,1000,4,1,2,1.099998,1.210002,1.77156,1.77156,0,0,FALSE,"","p=1",1.5,1.9,1.1,0.8,0.76,"0.005","0.005"
198,32,0,1.77156,1.77156,0,0,1,1,1.099998,1.000002,-0.099996,0.005,1000,4,1,0,1.099998,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",0.5,0.1,0.9,0.8,0.76,"0.005","0.005"
292,48,56,1.77156,1.77156,0,0,1,1,1.210002,1.330998,0.120996,0.005,1000,4,2,3,1.210002,1.330998,1.77156,1.77156,0,0,FALSE,"","p=1",2.5,2.9,2.1,0.8,0.76,"0.005","0.005"
293,48,32,1.77156,1.77156,0,0,1,1,1.210002,1.099998,-0.110004,0.005,1000,4,2,1,1.210002,1.099998,1.77156,1.77156,0,0,FALSE,"","p=1",1.5,1.1,1.9,0.8,0.76,"0.005","0.005"
339,56,60,1.77156,1.77156,0,0,1,1,1.330998,1.464102,0.133104,0.005,1000,4,3,4,1.330998,1.464102,1.77156,1.77156,0,0,FALSE,"","p=1",3.5,3.9,3.1,0.8,0.76,"0.005","0.005"
340,56,48,1.77156,1.77156,0,0,1,1,1.330998,1.210002,-0.120996,0.005,1000,4,3,2,1.330998,1.210002,1.77156,1.77156,0,0,FALSE,"","p=1",2.5,2.1,2.9,0.8,0.76,"0.005","0.005"
362,60,62,1.77156,1.77156,0,0,1,1,1.464102,1.610508,0.146406,0.005,1000,4,4,5,1.464102,1.610508,1.77156,1.77156,0,0,FALSE,"","p=1",4.5,4.9,4.1,0.8,0.76,"0.005","0.005"
363,60,56,1.77156,1.77156,0,0,1,1,1.464102,1.330998,-0.133104,0.005,1000,4,4,3,1.464102,1.330998,1.77156,1.77156,0,0,FALSE,"","p=1",3.5,3.1,3.9,0.8,0.76,"0.005","0.005"
373,62,63,1.77156,1.77156,0,0,1,1,1.610508,1.77156,0.161052,0.005,1000,4,5,6,1.610508,1.77156,1.77156,1.77156,0,0,FALSE,"","p=1",5.5,5.9,5.1,0.8,0.76,"0.005","0.005"
374,62,60,1.77156,1.77156,0,0,1,1,1.610508,1.464102,-0.146406,0.005,1000,4,5,4,1.610508,1.464102,1.77156,1.77156,0,0,FALSE,"","p=1",4.5,4.1,4.9,0.8,0.76,"0.005","0.005"
379,63,62,1.77156,1.77156,0,0,1,1,1.77156,1.610508,-0.161052,0.005,1000,4,6,5,1.77156,1.610508,1.77156,1.77156,0,0,FALSE,"","p=1",5.5,5.1,5.9,0.8,0.76,"0.005","0.005"
6,0,32,1.77156,1.77156,0,0,1,1,1.000002,1.099998,0.099996,0.01,1000,5,0,1,1.000002,1.099998,1.77156,1.77156,0,0,FALSE,"","p=1",0.5,0.9,0.1,0.75,0.71,"0.01","0.01"
197,32,48,1.77156,1.77156,0,0,1,1,1.099998,1.210002,0.110004,0.01,1000,5,1,2,1.099998,1.210002,1.77156,1.77156,0,0,FALSE,"","p=1",1.5,1.9,1.1,0.75,0.71,"0.01","0.01"
198,32,0,1.77156,1.77156,0,0,1,1,1.099998,1.000002,-0.099996,0.01,1000,5,1,0,1.099998,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",0.5,0.1,0.9,0.75,0.71,"0.01","0.01"
292,48,56,1.77156,1.77156,0,0,1,1,1.210002,1.330998,0.120996,0.01,1000,5,2,3,1.210002,1.330998,1.77156,1.77156,0,0,FALSE,"","p=1",2.5,2.9,2.1,0.75,0.71,"0.01","0.01"
293,48,32,1.77156,1.77156,0,0,1,1,1.210002,1.099998,-0.110004,0.01,1000,5,2,1,1.210002,1.099998,1.77156,1.77156,0,0,FALSE,"","p=1",1.5,1.1,1.9,0.75,0.71,"0.01","0.01"
339,56,60,1.77156,1.77156,0,0,1,1,1.330998,1.464102,0.133104,0.01,1000,5,3,4,1.330998,1.464102,1.77156,1.77156,0,0,FALSE,"","p=1",3.5,3.9,3.1,0.75,0.71,"0.01","0.01"
340,56,48,1.77156,1.77156,0,0,1,1,1.330998,1.210002,-0.120996,0.01,1000,5,3,2,1.330998,1.210002,1.77156,1.77156,0,0,FALSE,"","p=1",2.5,2.1,2.9,0.75,0.71,"0.01","0.01"
362,60,62,1.77156,1.77156,0,0,1,1,1.464102,1.610508,0.146406,0.01,1000,5,4,5,1.464102,1.610508,1.77156,1.77156,0,0,FALSE,"","p=1",4.5,4.9,4.1,0.75,0.71,"0.01","0.01"
363,60,56,1.77156,1.77156,0,0,1,1,1.464102,1.330998,-0.133104,0.01,1000,5,4,3,1.464102,1.330998,1.77156,1.77156,0,0,FALSE,"","p=1",3.5,3.1,3.9,0.75,0.71,"0.01","0.01"
373,62,63,1.77156,1.77156,0,0,1,1,1.610508,1.77156,0.161052,0.01,1000,5,5,6,1.610508,1.77156,1.77156,1.77156,0,0,FALSE,"","p=1",5.5,5.9,5.1,0.75,0.71,"0.01","0.01"
374,62,60,1.77156,1.77156,0,0,1,1,1.610508,1.464102,-0.146406,0.01,1000,5,5,4,1.610508,1.464102,1.77156,1.77156,0,0,FALSE,"","p=1",4.5,4.1,4.9,0.75,0.71,"0.01","0.01"
379,63,62,1.77156,1.77156,0,0,1,1,1.77156,1.610508,-0.161052,0.01,1000,5,6,5,1.77156,1.610508,1.77156,1.77156,0,0,FALSE,"","p=1",5.5,5.1,5.9,0.75,0.71,"0.01","0.01"
