rep_id,trial_id,starting_index,landscape_seed,avg_fitness,max_fitness,dom_fitness,final_max_org_fitness,final_max_org_genotype
000,1,0,0827,4.48646,4.50948,4.50948,4.50948,110110
000,2,0,0827,4.47689,4.50948,4.50948,4.50948,110110
000,3,0,0827,4.46377,4.4863,4.4863,4.4863,111011
000,4,0,0827,4.489,4.50948,4.50948,4.50948,110110
000,5,0,0827,4.48275,4.50948,4.50948,4.50948,110110
000,6,0,0827,4.49389,4.50948,4.50948,4.50948,110110
000,7,0,0827,4.49106,4.50948,4.50948,4.50948,110110
000,8,0,0827,4.46869,4.4863,4.4863,4.4863,111011
000,9,0,0827,4.48184,4.50948,4.50948,4.50948,110110
000,10,0,0827,4.47812,4.50948,4.50948,4.50948,110110
000,11,0,0827,4.48896,4.50948,4.50948,4.50948,110110
000,12,0,0827,4.46953,4.50948,4.50948,4.50948,110110
000,13,0,0827,4.49232,4.50948,4.50948,4.50948,110110
000,14,0,0827,4.45779,4.50948,4.50948,4.50948,110110
000,15,0,0827,4.48491,4.50948,4.50948,4.50948,110110
000,16,0,0827,4.45559,4.4863,4.4863,4.4863,111011
000,17,0,0827,4.4686,4.4863,4.4863,4.4863,111011
000,18,0,0827,4.46854,4.50948,4.50948,4.50948,110110
000,19,0,0827,4.45913,4.4863,4.4863,4.4863,111011
000,20,0,0827,4.49161,4.50948,4.50948,4.50948,110110
000,21,0,0827,4.48171,4.50948,4.50948,4.50948,110110
000,22,0,0827,4.4637,4.4863,4.4863,4.4863,111011
000,23,0,0827,4.47295,4.50948,4.50948,4.50948,110110
000,24,0,0827,4.48002,4.50948,4.50948,4.50948,110110
000,25,0,0827,4.47977,4.50948,4.50948,4.50948,110110
000,26,0,0827,4.47699,4.50948,4.50948,4.50948,110110
000,27,0,0827,4.48103,4.50948,4.50948,4.50948,110110
000,28,0,0827,4.4827,4.50948,4.50948,4.50948,110110
000,29,0,0827,4.4842,4.50948,4.50948,4.50948,110110
000,30,0,0827,4.47626,4.50948,4.50948,4.50948,110110
000,31,0,0827,4.49842,4.50948,4.50948,4.50948,110110
000,32,0,0827,4.47472,4.50948,4.50948,4.50948,110110
000,33,0,0827,4.48094,4.50948,4.50948,4.50948,110110
000,34,0,0827,4.45154,4.4863,4.4863,4.4863,111011
000,35,0,0827,4.47946,4.50948,4.50948,4.50948,110110
000,36,0,0827,4.48281,4.50948,4.50948,4.50948,110110
000,37,0,0827,4.4839,4.50948,4.50948,4.50948,110110
000,38,0,0827,4.48154,4.50948,4.50948,4.50948,110110
000,39,0,0827,4.46851,4.50948,4.50948,4.50948,110110
000,40,0,0827,4.47379,4.50948,4.50948,4.50948,110110
000,41,0,0827,4.45972,4.4863,4.4863,4.4863,111011
000,42,0,0827,4.48947,4.50948,4.50948,4.50948,110110
000,43,0,0827,4.4854,4.50948,4.50948,4.50948,110110
000,44,0,0827,4.48381,4.50948,4.50948,4.50948,110110
000,45,0,0827,4.49173,4.50948,4.50948,4.50948,110110
000,46,0,0827,4.44319,4.4863,4.4863,4.4863,111011
000,47,0,0827,4.46366,4.4863,4.4863,4.4863,111011
000,48,0,0827,4.49887,4.50948,4.50948,4.50948,110110
000,49,0,0827,4.48146,4.50948,4.50948,4.50948,110110
