"","landscape_seed","starting_index","fitness_avg","fitness_var","fitness_min","fitness_max","count","starting_fitness","frac_1","frac_2","frac_3","frac_4","frac_5","frac_6","frac_7","frac_8"
"1",NA,0,1.77156,0,1.77156,1.77156,100,1.000002,1,0,0,0,0,0,0,0
"2",NA,1,1.77156,0,1.77156,1.77156,100,0,1,0,0,0,0,0,0,0
"3",NA,2,1.7538444,0.031384248336,0,1.77156,100,0,0.99,0.01,0,0,0,0,0,0
"4",NA,3,1.3377251,0.52591854610201,0,1.77156,100,0,0.64,0.22,0.05,0.07,0.01,0.01,0,0
"5",NA,4,1.77156,0,1.77156,1.77156,100,0,1,0,0,0,0,0,0,0
"6",NA,5,1.5140155,0.317551549459343,0,1.77156,100,0,0.75,0.11,0.02,0.05,0,0.01,0.04,0.02
"7",NA,6,1.43554,0.420319035212121,0,1.77156,100,0,0.71,0.16,0.03,0.04,0.02,0.01,0.02,0.01
"8",NA,7,1.3640552,0.512557736368646,0,1.77156,100,0,0.68,0.21,0.01,0.04,0.04,0,0.01,0.01
"9",NA,8,1.77156,0,1.77156,1.77156,100,0,1,0,0,0,0,0,0,0
"10",NA,9,1.4843388,0.378724175608646,0,1.77156,100,0,0.76,0.14,0.02,0.02,0.03,0,0.01,0.02
"11",NA,10,1.5381173,0.333641650397687,0,1.77156,100,0,0.82,0.12,0.01,0.01,0.03,0,0,0.01
"12",NA,11,1.3292888,0.502714332689455,0,1.77156,100,0,0.6,0.21,0.03,0.08,0.02,0.01,0.02,0.03
"13",NA,12,1.6349638,0.18568907574501,0,1.77156,100,0,0.86,0.06,0.03,0.02,0.02,0.01,0,0
"14",NA,13,1.4466656,0.417768117750141,0,1.77156,100,0,0.72,0.16,0.04,0.04,0.02,0,0,0.02
"15",NA,14,1.5429548,0.310545250813091,0,1.77156,100,0,0.79,0.11,0.02,0.04,0.02,0,0.01,0.01
"16",NA,15,1.446723,0.421765334112121,0,1.77156,100,0,0.75,0.16,0.03,0,0.03,0.01,0,0.02
"17",NA,16,1.77156,0,1.77156,1.77156,100,0,1,0,0,0,0,0,0,0
"18",NA,17,1.4931136,0.379531296940444,0,1.77156,100,0,0.77,0.14,0.01,0.04,0.02,0,0.02,0
"19",NA,18,1.5988562,0.240311140892485,0,1.77156,100,0,0.85,0.08,0.02,0.02,0,0.01,0,0.02
"20",NA,19,1.4128447,0.437144198958495,0,1.77156,100,0,0.69,0.17,0.03,0.03,0.03,0,0.02,0.03
"21",NA,20,1.7148728,0.0674662746446061,0,1.77156,100,0,0.91,0.02,0.02,0.02,0.03,0,0,0
"22",NA,21,1.4849306,0.376633199211758,0,1.77156,100,0,0.76,0.14,0.04,0,0.05,0,0,0.01
"23",NA,22,1.5200453,0.35936887091001,0,1.77156,100,0,0.82,0.13,0.02,0.01,0.01,0.01,0,0
"24",NA,23,1.4073393,0.456865230503545,0,1.77156,100,0,0.7,0.18,0.05,0.03,0.02,0,0.01,0.01
"25",NA,24,1.77156,0,1.77156,1.77156,100,0,1,0,0,0,0,0,0,0
"26",NA,25,1.5275297,0.336326932863545,0,1.77156,100,0,0.81,0.12,0.02,0.01,0.01,0,0.01,0.02
"27",NA,26,1.5794182,0.285340286334101,0,1.77156,100,0,0.85,0.1,0,0.02,0.02,0,0,0.01
"28",NA,27,1.3584625,0.494406610715909,0,1.77156,100,0,0.67,0.2,0.02,0.03,0.02,0.02,0.01,0.03
"29",NA,28,1.7684854,0.000945316516,1.4641,1.77156,100,0,0.99,0,0,0,0.01,0,0,0
"30",NA,29,1.4826605,0.402080352711869,0,1.77156,100,0,0.79,0.15,0,0.01,0.03,0,0.01,0.01
"31",NA,30,1.7699495,0.000259371025,1.61051,1.77156,100,0,0.99,0,0,0.01,0,0,0,0
"32",NA,31,1.7538444,0.031384248336,0,1.77156,100,0,0.99,0.01,0,0,0,0,0,0
"33",NA,32,1.77156,0,1.77156,1.77156,100,1.099998,1,0,0,0,0,0,0,0
"34",NA,33,1.77156,0,1.77156,1.77156,100,0,1,0,0,0,0,0,0,0
"35",NA,34,1.77156,0,1.77156,1.77156,100,0,1,0,0,0,0,0,0,0
"36",NA,35,1.4832575,0.383095426736111,0,1.77156,100,0,0.77,0.14,0,0.03,0.01,0.01,0.02,0.02
"37",NA,36,1.77156,0,1.77156,1.77156,100,0,1,0,0,0,0,0,0,0
"38",NA,37,1.5516583,0.310466131913242,0,1.77156,100,0,0.82,0.11,0.01,0.01,0.04,0,0.01,0
"39",NA,38,1.654213,0.158743316566667,0,1.77156,100,0,0.88,0.05,0.03,0.02,0,0,0.01,0.01
"40",NA,39,1.4586934,0.424533648556,0,1.77156,100,0,0.77,0.16,0,0.02,0.02,0.01,0.01,0.01
"41",NA,40,1.77156,0,1.77156,1.77156,100,0,1,0,0,0,0,0,0,0
"42",NA,41,1.5525229,0.312577116933929,0,1.77156,100,0,0.83,0.11,0,0.01,0.03,0.01,0,0.01
"43",NA,42,1.6799074,0.150976120312364,0,1.77156,100,0,0.94,0.05,0,0,0.01,0,0,0
"44",NA,43,1.5318253,0.33632012781102,0,1.77156,100,0,0.82,0.12,0,0.01,0.01,0,0,0.04
"45",NA,44,1.7684854,0.000945316516,1.4641,1.77156,100,0,0.99,0,0,0,0.01,0,0,0
"46",NA,45,1.5580448,0.287879882536323,0,1.77156,100,0,0.81,0.1,0.03,0.02,0.01,0,0,0.03
"47",NA,46,1.7699495,0.000259371025,1.61051,1.77156,100,0,0.99,0,0,0.01,0,0,0,0
"48",NA,47,1.77156,0,1.77156,1.77156,100,0,1,0,0,0,0,0,0,0
"49",NA,48,1.77156,0,1.77156,1.77156,100,1.210002,1,0,0,0,0,0,0,0
"50",NA,49,1.7671544,0.001940931136,1.331,1.77156,100,0,0.99,0,0.01,0,0,0,0,0
"51",NA,50,1.77156,0,1.77156,1.77156,100,0,1,0,0,0,0,0,0,0
"52",NA,51,1.6163135,0.234191350356313,0,1.77156,100,0,0.87,0.08,0,0.03,0.01,0,0,0.01
"53",NA,52,1.77156,0,1.77156,1.77156,100,0,1,0,0,0,0,0,0,0
"54",NA,53,1.5285255,0.359232010782576,0,1.77156,100,0,0.84,0.13,0.01,0.01,0,0,0.01,0
"55",NA,54,1.77156,0,1.77156,1.77156,100,0,1,0,0,0,0,0,0,0
"56",NA,55,1.77156,0,1.77156,1.77156,100,0,1,0,0,0,0,0,0,0
"57",NA,56,1.77156,0,1.77156,1.77156,100,1.330998,1,0,0,0,0,0,0,0
"58",NA,57,1.77156,0,1.77156,1.77156,100,0,1,0,0,0,0,0,0,0
"59",NA,58,1.77156,0,1.77156,1.77156,100,0,1,0,0,0,0,0,0,0
"60",NA,59,1.77156,0,1.77156,1.77156,100,0,1,0,0,0,0,0,0,0
"61",NA,60,1.77156,0,1.77156,1.77156,100,1.464102,1,0,0,0,0,0,0,0
"62",NA,61,1.7659444,0.003153496336,1.21,1.77156,100,0,0.99,0,0,0,0,0,0,0.01
"63",NA,62,1.77156,0,1.77156,1.77156,100,1.610508,1,0,0,0,0,0,0,0
"64",NA,63,1.77156,0,1.77156,1.77156,100,1.77156,1,0,0,0,0,0,0,0
