"","genotype_a","genotype_b","avg_fitness_a","avg_fitness_b","fitness_sd_a","fitness_sd_b","raw_p","adj_p","starting_fitness_a","starting_fitness_b","fitness_diff"
"1",0,1,1.02648,1.11254,0.0902504349579602,0.157587520656512,0.999996668183022,1,1.000002,1.000002,0
"2",0,2,1.02648,1.1356868,0.0902504349579602,0.192534864516282,0.999999590106174,1,1.000002,0,-1.000002
"3",0,4,1.02648,1.0606056,0.0902504349579602,0.182841211632809,0.98731868839424,1,1.000002,0,-1.000002
"4",0,8,1.02648,1.0760136,0.0902504349579602,0.231568090278851,0.975653719844245,1,1.000002,0,-1.000002
"5",0,16,1.02648,1.0241256,0.0902504349579602,0.194424075079048,0.693853259595757,1,1.000002,0,-1.000002
"6",0,32,1.02648,1.0143356,0.0902504349579602,0.0895485811867818,0.0643964033976984,0.38637842038619,1.000002,1.000002,0
"7",1,0,1.11254,1.02648,0.157587520656512,0.0902504349579602,3.38657417241946e-06,2.03194450345167e-05,1.000002,1.000002,0
"8",1,3,1.11254,1.29128,0.157587520656512,0.108104147314831,0.999999999999997,1,1.000002,1.000002,0
"9",1,5,1.11254,1.20522,0.157587520656512,0.16147230303202,0.999961646402441,1,1.000002,0,-1.000002
"10",1,9,1.11254,1.1498824,0.157587520656512,0.260851518417755,0.956515663443569,1,1.000002,0,-1.000002
"11",1,17,1.11254,1.0936356,0.157587520656512,0.22972302767261,0.385447740708484,1,1.000002,0,-1.000002
"12",1,33,1.11254,1.09599,0.157587520656512,0.150951895140355,0.22431569739067,1,1.000002,0,-1.000002
"13",2,3,1.1356868,1.29128,0.192534864516282,0.108104147314831,0.999999999998332,1,0,1.000002,1.000002
"14",2,0,1.1356868,1.02648,0.192534864516282,0.0902504349579602,4.1702740517377e-07,2.50216443104262e-06,0,1.000002,1.000002
"15",2,6,1.1356868,1.3022824,0.192534864516282,0.150008632728826,0.999999999993497,1,0,0,0
"16",2,10,1.1356868,1.135034,0.192534864516282,0.431030997835364,0.836283115928459,1,0,0,0
"17",2,18,1.1356868,1.1442416,0.192534864516282,0.324518855229453,0.614204070269929,1,0,0,0
"18",2,34,1.1356868,1.0440324,0.192534864516282,0.19985502597714,1.63024548398464e-05,9.78147290390783e-05,0,0,0
"19",3,2,1.29128,1.1356868,0.108104147314831,0.192534864516282,1.70265045571861e-12,1.02159027343117e-11,1.000002,0,-1.000002
"20",3,1,1.29128,1.11254,0.108104147314831,0.157587520656512,2.91640096466641e-15,1.74984057879985e-14,1.000002,1.000002,0
"21",3,7,1.29128,1.32107,0.108104147314831,0.0567488272472603,0.992084568605398,1,1.000002,1.330998,0.330996
"22",3,11,1.29128,1.2612336,0.108104147314831,0.281680448375478,0.291254201193767,1,1.000002,0,-1.000002
"23",3,19,1.29128,1.220348,0.108104147314831,0.309149812619099,0.0212781549083843,0.127668929450306,1.000002,0,-1.000002
"24",3,35,1.29128,1.2723992,0.108104147314831,0.231523509706527,0.154575707584786,0.927454245508713,1.000002,0,-1.000002
"25",4,5,1.0606056,1.20522,0.182841211632809,0.16147230303202,0.999999998729714,1,0,0,0
"26",4,6,1.0606056,1.3022824,0.182841211632809,0.150008632728826,1,1,0,0,0
"27",4,0,1.0606056,1.02648,0.182841211632809,0.0902504349579602,0.0128130647742643,0.0768783886455857,0,1.000002,1.000002
"28",4,12,1.0606056,1.1396264,0.182841211632809,0.399311676459136,0.968761855683176,1,0,0,0
"29",4,20,1.0606056,1.1365028,0.182841211632809,0.33434515215244,0.981738066884533,1,0,0,0
"30",4,36,1.0606056,1.0793004,0.182841211632809,0.253983498994432,0.275977204986955,1,0,0,0
"31",5,4,1.20522,1.0606056,0.16147230303202,0.182841211632809,1.29265033170686e-09,7.75590199024114e-09,0,0,0
"32",5,7,1.20522,1.32107,0.16147230303202,0.0567488272472603,0.999999999522798,1,0,1.330998,1.330998
"33",5,1,1.20522,1.11254,0.16147230303202,0.157587520656512,3.88090497453894e-05,0.000232854298472336,0,1.000002,1.000002
"34",5,13,1.20522,1.1273184,0.16147230303202,0.426402619201689,0.0481186924619219,0.288712154771532,0,0,0
"35",5,21,1.20522,1.1614908,0.16147230303202,0.443857632060943,0.257144281484213,1,0,0,0
