"","landscape_seed","starting_index","fitness_avg","fitness_var","fitness_min","fitness_max","count","starting_fitness","frac_1","frac_2","frac_3","frac_4"
"1",NA,0,1.02648,0.00814514101010101,1,1.331,100,1.000002,0.08,0.92,0,0
"2",NA,1,1.11254,0.0248338266666667,1,1.331,100,1.000002,0.34,0.66,0,0
"3",NA,2,1.1356868,0.037069674054303,1,1.77156,100,0,0.34,0.63,0.03,0
"4",NA,3,1.29128,0.0116865066666667,1,1.331,100,1.000002,0.88,0.12,0,0
"5",NA,4,1.0606056,0.0334309086713535,0,1.77156,100,0,0.19,0.79,0.01,0.01
"6",NA,5,1.20522,0.0260733046464646,1,1.331,100,0,0.62,0.38,0,0
"7",NA,6,1.3022824,0.0225025898931717,1,1.77156,100,0,0.82,0.14,0.04,0
"8",NA,7,1.32107,0.00322042939393939,1,1.331,100,1.330998,0.97,0.03,0,0
"9",NA,8,1.0760136,0.0536237804353939,0,1.77156,100,0,0.12,0.81,0.06,0.01
"10",NA,9,1.1498824,0.0680435146608485,0,1.77156,100,0,0.42,0.52,0.04,0.02
"11",NA,10,1.135034,0.185787721094949,0,1.77156,100,0,0.3,0.47,0.15,0.08
"12",NA,11,1.2612336,0.0793438749970101,0,1.77156,100,0,0.74,0.17,0.06,0.03
"13",NA,12,1.1396264,0.159449814956606,0,1.77156,100,0,0.13,0.63,0.19,0.05
"14",NA,13,1.1273184,0.181819193662061,0,1.77156,100,0,0.3,0.48,0.14,0.08
"15",NA,14,1.3224696,0.237664008941253,0,1.77156,100,0,0.23,0.29,0.41,0.07
"16",NA,15,1.347224,0.0861458675393939,0,1.77156,100,0,0.79,0.03,0.15,0.03
"17",NA,16,1.0241256,0.0378007209703434,0,1.77156,100,0,0.11,0.86,0.01,0.02
"18",NA,17,1.0936356,0.0527726694430707,0,1.77156,100,0,0.32,0.65,0.01,0.02
"19",NA,18,1.1442416,0.105312487399434,0,1.77156,100,0,0.27,0.59,0.11,0.03
"20",NA,19,1.220348,0.0955736066424242,0,1.77156,100,0,0.67,0.24,0.05,0.04
"21",NA,20,1.1365028,0.111786680767838,0,1.77156,100,0,0.2,0.64,0.13,0.03
