"genotype_a","genotype_b","avg_fitness_a","avg_fitness_b","fitness_sd_a","fitness_sd_b","raw_p","adj_p","starting_fitness_a","starting_fitness_b","x_a","y_a","x_b","y_b","fitness_diff","k","exp_num"
39,47,4.71678,4.71678,0,0,1,1,4.716776,4.675401,0.666666666666667,0.375,0.833333333333333,0.285714285714286,-0.0413749999999995,0,4
39,55,4.71678,4.71678,0,0,1,1,4.716776,3.94805072,0.666666666666667,0.375,0.833333333333333,0.428571428571429,-0.76872528,0,4
39,7,4.71678,4.71678,0,0,1,1,4.716776,4.396913,0.666666666666667,0.375,0.5,0.0476190476190476,-0.319863,0,4
40,41,4.71678,4.71678,0,0,1,1,2.4298228,3.0458878,0.333333333333333,0.875,0.5,0.666666666666667,0.616065,0,4
40,42,4.71678,4.71678,0,0,1,1,2.4298228,3.1506007,0.333333333333333,0.875,0.5,0.714285714285714,0.7207779,0,4
40,44,4.71678,4.71678,0,0,1,1,2.4298228,3.3385581,0.333333333333333,0.875,0.5,0.761904761904762,0.9087353,0,4
40,32,4.71678,4.71678,0,0,1,1,2.4298228,2.4711978,0.333333333333333,0.875,0.166666666666667,0.857142857142857,0.0413749999999995,0,4
40,56,4.71678,4.71678,0,0,1,1,2.4298228,1.66109752,0.333333333333333,0.875,0.5,0.952380952380952,-0.76872528,0,4
40,8,4.71678,4.71678,0,0,1,1,2.4298228,2.1099598,0.333333333333333,0.875,0.166666666666667,0.571428571428571,-0.319863,0,4
41,40,4.71678,4.71678,0,0,1,1,3.0458878,2.4298228,0.5,0.666666666666667,0.333333333333333,0.875,-0.616065,0,4
41,43,4.71678,4.71678,0,0,1,1,3.0458878,3.7666657,0.5,0.666666666666667,0.666666666666667,0.4375,0.7207779,0,4
41,45,4.71678,4.71678,0,0,1,1,3.0458878,3.9546231,0.5,0.666666666666667,0.666666666666667,0.5,0.9087353,0,4
41,33,4.71678,4.71678,0,0,1,1,3.0458878,3.0872628,0.5,0.666666666666667,0.333333333333333,0.6875,0.0413750000000004,0,4
41,57,4.71678,4.71678,0,0,1,1,3.0458878,2.27716252,0.5,0.666666666666667,0.666666666666667,0.8125,-0.76872528,0,4
41,9,4.71678,4.71678,0,0,1,1,3.0458878,2.7260248,0.5,0.666666666666667,0.333333333333333,0.25,-0.319863,0,4
42,43,4.71678,4.71678,0,0,1,1,3.1506007,3.7666657,0.5,0.714285714285714,0.666666666666667,0.4375,0.616065,0,4
42,40,4.71678,4.71678,0,0,1,1,3.1506007,2.4298228,0.5,0.714285714285714,0.333333333333333,0.875,-0.7207779,0,4
42,46,4.71678,4.71678,0,0,1,1,3.1506007,4.059336,0.5,0.714285714285714,0.666666666666667,0.5625,0.9087353,0,4
42,34,4.71678,4.71678,0,0,1,1,3.1506007,3.1919757,0.5,0.714285714285714,0.333333333333333,0.75,0.0413750000000004,0,4
42,58,4.71678,4.71678,0,0,1,1,3.1506007,2.38187542,0.5,0.714285714285714,0.666666666666667,0.875,-0.76872528,0,4
42,10,4.71678,4.71678,0,0,1,1,3.1506007,2.8307377,0.5,0.714285714285714,0.333333333333333,0.3125,-0.319863,0,4
43,42,4.71678,4.71678,0,0,1,1,3.7666657,3.1506007,0.666666666666667,0.4375,0.5,0.714285714285714,-0.616065,0,4
43,41,4.71678,4.71678,0,0,1,1,3.7666657,3.0458878,0.666666666666667,0.4375,0.5,0.666666666666667,-0.7207779,0,4
43,47,4.71678,4.71678,0,0,1,1,3.7666657,4.675401,0.666666666666667,0.4375,0.833333333333333,0.285714285714286,0.908735300000001,0,4
43,35,4.71678,4.71678,0,0,1,1,3.7666657,3.8080407,0.666666666666667,0.4375,0.5,0.523809523809524,0.0413750000000004,0,4
43,59,4.71678,4.71678,0,0,1,1,3.7666657,2.99794042,0.666666666666667,0.4375,0.833333333333333,0.571428571428571,-0.76872528,0,4
43,11,4.71678,4.71678,0,0,1,1,3.7666657,3.4468027,0.666666666666667,0.4375,0.5,0.0952380952380952,-0.319863,0,4
44,45,4.71678,4.71678,0,0,1,1,3.3385581,3.9546231,0.5,0.761904761904762,0.666666666666667,0.5,0.616065,0,4
44,46,4.71678,4.71678,0,0,1,1,3.3385581,4.059336,0.5,0.761904761904762,0.666666666666667,0.5625,0.7207779,0,4
44,40,4.71678,4.71678,0,0,1,1,3.3385581,2.4298228,0.5,0.761904761904762,0.333333333333333,0.875,-0.9087353,0,4
44,36,4.71678,4.71678,0,0,1,1,3.3385581,3.3799331,0.5,0.761904761904762,0.333333333333333,0.8125,0.0413750000000004,0,4
44,60,4.71678,4.71678,0,0,1,1,3.3385581,2.56983282,0.5,0.761904761904762,0.666666666666667,0.9375,-0.76872528,0,4
44,12,4.71678,4.71678,0,0,1,1,3.3385581,3.0186951,0.5,0.761904761904762,0.333333333333333,0.375,-0.319863,0,4
45,44,4.71678,4.71678,0,0,1,1,3.9546231,3.3385581,0.666666666666667,0.5,0.5,0.761904761904762,-0.616065,0,4
45,47,4.71678,4.71678,0,0,1,1,3.9546231,4.675401,0.666666666666667,0.5,0.833333333333333,0.285714285714286,0.720777900000001,0,4
45,41,4.71678,4.71678,0,0,1,1,3.9546231,3.0458878,0.666666666666667,0.5,0.5,0.666666666666667,-0.9087353,0,4
45,37,4.71678,4.71678,0,0,1,1,3.9546231,3.9959981,0.666666666666667,0.5,0.5,0.571428571428571,0.0413750000000004,0,4
45,61,4.71678,4.71678,0,0,1,1,3.9546231,3.18589782,0.666666666666667,0.5,0.833333333333333,0.714285714285714,-0.76872528,0,4
45,13,4.71678,4.71678,0,0,1,1,3.9546231,3.6347601,0.666666666666667,0.5,0.5,0.142857142857143,-0.319863,0,4
46,47,4.71678,4.71678,0,0,1,1,4.059336,4.675401,0.666666666666667,0.5625,0.833333333333333,0.285714285714286,0.616065000000001,0,4
46,44,4.71678,4.71678,0,0,1,1,4.059336,3.3385581,0.666666666666667,0.5625,0.5,0.761904761904762,-0.7207779,0,4
46,42,4.71678,4.71678,0,0,1,1,4.059336,3.1506007,0.666666666666667,0.5625,0.5,0.714285714285714,-0.9087353,0,4
46,38,4.71678,4.71678,0,0,1,1,4.059336,4.100711,0.666666666666667,0.5625,0.5,0.619047619047619,0.0413750000000004,0,4
46,62,4.71678,4.71678,0,0,1,1,4.059336,3.29061072,0.666666666666667,0.5625,0.833333333333333,0.857142857142857,-0.76872528,0,4
46,14,4.71678,4.71678,0,0,1,1,4.059336,3.739473,0.666666666666667,0.5625,0.5,0.19047619047619,-0.319863,0,4
47,46,4.71678,4.71678,0,0,1,1,4.675401,4.059336,0.833333333333333,0.285714285714286,0.666666666666667,0.5625,-0.616065000000001,0,4
47,45,4.71678,4.71678,0,0,1,1,4.675401,3.9546231,0.833333333333333,0.285714285714286,0.666666666666667,0.5,-0.720777900000001,0,4
47,43,4.71678,4.71678,0,0,1,1,4.675401,3.7666657,0.833333333333333,0.285714285714286,0.666666666666667,0.4375,-0.908735300000001,0,4
47,39,4.71678,4.71678,0,0,1,1,4.675401,4.716776,0.833333333333333,0.285714285714286,0.666666666666667,0.375,0.0413749999999995,0,4
47,63,4.71678,4.71678,0,0,1,1,4.675401,3.90667572,0.833333333333333,0.285714285714286,1,0.5,-0.76872528,0,4
47,15,4.71678,4.71678,0,0,1,1,4.675401,4.355538,0.833333333333333,0.285714285714286,0.666666666666667,0.0625,-0.319863000000001,0,4
48,49,4.71678,4.71678,0,0,1,1,1.70247252,2.31853752,0.333333333333333,0.9375,0.5,0.80952380952381,0.616065,0,4
48,50,4.71678,4.71678,0,0,1,1,1.70247252,2.42325042,0.333333333333333,0.9375,0.5,0.857142857142857,0.7207779,0,4
48,52,4.71678,4.71678,0,0,1,1,1.70247252,2.61120782,0.333333333333333,0.9375,0.5,0.904761904761905,0.9087353,0,4
48,56,4.71678,4.71678,0,0,1,1,1.70247252,1.66109752,0.333333333333333,0.9375,0.5,0.952380952380952,-0.0413749999999999,0,4
48,32,4.71678,4.71678,0,0,1,1,1.70247252,2.4711978,0.333333333333333,0.9375,0.166666666666667,0.857142857142857,0.76872528,0,4
48,16,4.71678,4.71678,0,0,1,1,1.70247252,1.38260952,0.333333333333333,0.9375,0.166666666666667,0.714285714285714,-0.319863,0,4
49,48,4.71678,4.71678,0,0,1,1,2.31853752,1.70247252,0.5,0.80952380952381,0.333333333333333,0.9375,-0.616065,0,4
49,51,4.71678,4.71678,0,0,1,1,2.31853752,3.03931542,0.5,0.80952380952381,0.666666666666667,0.625,0.7207779,0,4
49,53,4.71678,4.71678,0,0,1,1,2.31853752,3.22727282,0.5,0.80952380952381,0.666666666666667,0.6875,0.9087353,0,4
49,57,4.71678,4.71678,0,0,1,1,2.31853752,2.27716252,0.5,0.80952380952381,0.666666666666667,0.8125,-0.0413749999999999,0,4
49,33,4.71678,4.71678,0,0,1,1,2.31853752,3.0872628,0.5,0.80952380952381,0.333333333333333,0.6875,0.76872528,0,4
49,17,4.71678,4.71678,0,0,1,1,2.31853752,1.99867452,0.5,0.80952380952381,0.333333333333333,0.4375,-0.319863,0,4
50,51,4.71678,4.71678,0,0,1,1,2.42325042,3.03931542,0.5,0.857142857142857,0.666666666666667,0.625,0.616065,0,4
50,48,4.71678,4.71678,0,0,1,1,2.42325042,1.70247252,0.5,0.857142857142857,0.333333333333333,0.9375,-0.7207779,0,4
50,54,4.71678,4.71678,0,0,1,1,2.42325042,3.33198572,0.5,0.857142857142857,0.666666666666667,0.75,0.9087353,0,4
50,58,4.71678,4.71678,0,0,1,1,2.42325042,2.38187542,0.5,0.857142857142857,0.666666666666667,0.875,-0.0413749999999999,0,4
50,34,4.71678,4.71678,0,0,1,1,2.42325042,3.1919757,0.5,0.857142857142857,0.333333333333333,0.75,0.76872528,0,4
50,18,4.71678,4.71678,0,0,1,1,2.42325042,2.10338742,0.5,0.857142857142857,0.333333333333333,0.5,-0.319863,0,4
51,50,4.71678,4.71678,0,0,1,1,3.03931542,2.42325042,0.666666666666667,0.625,0.5,0.857142857142857,-0.616065,0,4
51,49,4.71678,4.71678,0,0,1,1,3.03931542,2.31853752,0.666666666666667,0.625,0.5,0.80952380952381,-0.7207779,0,4
51,55,4.71678,4.71678,0,0,1,1,3.03931542,3.94805072,0.666666666666667,0.625,0.833333333333333,0.428571428571429,0.9087353,0,4
51,59,4.71678,4.71678,0,0,1,1,3.03931542,2.99794042,0.666666666666667,0.625,0.833333333333333,0.571428571428571,-0.0413750000000004,0,4
51,35,4.71678,4.71678,0,0,1,1,3.03931542,3.8080407,0.666666666666667,0.625,0.5,0.523809523809524,0.76872528,0,4
51,19,4.71678,4.71678,0,0,1,1,3.03931542,2.71945242,0.666666666666667,0.625,0.5,0.238095238095238,-0.319863,0,4
52,53,4.71678,4.71678,0,0,1,1,2.61120782,3.22727282,0.5,0.904761904761905,0.666666666666667,0.6875,0.616065,0,4
52,54,4.71678,4.71678,0,0,1,1,2.61120782,3.33198572,0.5,0.904761904761905,0.666666666666667,0.75,0.7207779,0,4
52,48,4.71678,4.71678,0,0,1,1,2.61120782,1.70247252,0.5,0.904761904761905,0.333333333333333,0.9375,-0.9087353,0,4
52,60,4.71678,4.71678,0,0,1,1,2.61120782,2.56983282,0.5,0.904761904761905,0.666666666666667,0.9375,-0.0413749999999999,0,4
52,36,4.71678,4.71678,0,0,1,1,2.61120782,3.3799331,0.5,0.904761904761905,0.333333333333333,0.8125,0.76872528,0,4
52,20,4.71678,4.71678,0,0,1,1,2.61120782,2.29134482,0.5,0.904761904761905,0.333333333333333,0.5625,-0.319863,0,4
53,52,4.71678,4.71678,0,0,1,1,3.22727282,2.61120782,0.666666666666667,0.6875,0.5,0.904761904761905,-0.616065,0,4
53,55,4.71678,4.71678,0,0,1,1,3.22727282,3.94805072,0.666666666666667,0.6875,0.833333333333333,0.428571428571429,0.7207779,0,4
53,49,4.71678,4.71678,0,0,1,1,3.22727282,2.31853752,0.666666666666667,0.6875,0.5,0.80952380952381,-0.9087353,0,4
53,61,4.71678,4.71678,0,0,1,1,3.22727282,3.18589782,0.666666666666667,0.6875,0.833333333333333,0.714285714285714,-0.0413750000000004,0,4
53,37,4.71678,4.71678,0,0,1,1,3.22727282,3.9959981,0.666666666666667,0.6875,0.5,0.571428571428571,0.76872528,0,4
53,21,4.71678,4.71678,0,0,1,1,3.22727282,2.90740982,0.666666666666667,0.6875,0.5,0.285714285714286,-0.319863,0,4
54,55,4.71678,4.71678,0,0,1,1,3.33198572,3.94805072,0.666666666666667,0.75,0.833333333333333,0.428571428571429,0.616065,0,4
54,52,4.71678,4.71678,0,0,1,1,3.33198572,2.61120782,0.666666666666667,0.75,0.5,0.904761904761905,-0.7207779,0,4
54,50,4.71678,4.71678,0,0,1,1,3.33198572,2.42325042,0.666666666666667,0.75,0.5,0.857142857142857,-0.9087353,0,4
54,62,4.71678,4.71678,0,0,1,1,3.33198572,3.29061072,0.666666666666667,0.75,0.833333333333333,0.857142857142857,-0.0413750000000004,0,4
54,38,4.71678,4.71678,0,0,1,1,3.33198572,4.100711,0.666666666666667,0.75,0.5,0.619047619047619,0.76872528,0,4
54,22,4.71678,4.71678,0,0,1,1,3.33198572,3.01212272,0.666666666666667,0.75,0.5,0.333333333333333,-0.319863,0,4
55,54,4.71678,4.71678,0,0,1,1,3.94805072,3.33198572,0.833333333333333,0.428571428571429,0.666666666666667,0.75,-0.616065,0,4
55,53,4.71678,4.71678,0,0,1,1,3.94805072,3.22727282,0.833333333333333,0.428571428571429,0.666666666666667,0.6875,-0.7207779,0,4
55,51,4.71678,4.71678,0,0,1,1,3.94805072,3.03931542,0.833333333333333,0.428571428571429,0.666666666666667,0.625,-0.9087353,0,4
55,63,4.71678,4.71678,0,0,1,1,3.94805072,3.90667572,0.833333333333333,0.428571428571429,1,0.5,-0.0413749999999995,0,4
55,39,4.71678,4.71678,0,0,1,1,3.94805072,4.716776,0.833333333333333,0.428571428571429,0.666666666666667,0.375,0.76872528,0,4
55,23,4.71678,4.71678,0,0,1,1,3.94805072,3.62818772,0.833333333333333,0.428571428571429,0.666666666666667,0.125,-0.319863,0,4
56,57,4.71678,4.71678,0,0,1,1,1.66109752,2.27716252,0.5,0.952380952380952,0.666666666666667,0.8125,0.616065,0,4
56,58,4.71678,4.71678,0,0,1,1,1.66109752,2.38187542,0.5,0.952380952380952,0.666666666666667,0.875,0.7207779,0,4
56,60,4.71678,4.71678,0,0,1,1,1.66109752,2.56983282,0.5,0.952380952380952,0.666666666666667,0.9375,0.9087353,0,4
56,48,4.71678,4.71678,0,0,1,1,1.66109752,1.70247252,0.5,0.952380952380952,0.333333333333333,0.9375,0.0413749999999999,0,4
56,40,4.71678,4.71678,0,0,1,1,1.66109752,2.4298228,0.5,0.952380952380952,0.333333333333333,0.875,0.76872528,0,4
56,24,4.71678,4.71678,0,0,1,1,1.66109752,1.34123452,0.5,0.952380952380952,0.333333333333333,0.625,-0.319863,0,4
57,56,4.71678,4.71678,0,0,1,1,2.27716252,1.66109752,0.666666666666667,0.8125,0.5,0.952380952380952,-0.616065,0,4
57,59,4.71678,4.71678,0,0,1,1,2.27716252,2.99794042,0.666666666666667,0.8125,0.833333333333333,0.571428571428571,0.7207779,0,4
57,61,4.71678,4.71678,0,0,1,1,2.27716252,3.18589782,0.666666666666667,0.8125,0.833333333333333,0.714285714285714,0.9087353,0,4
57,49,4.71678,4.71678,0,0,1,1,2.27716252,2.31853752,0.666666666666667,0.8125,0.5,0.80952380952381,0.0413749999999999,0,4
57,41,4.71678,4.71678,0,0,1,1,2.27716252,3.0458878,0.666666666666667,0.8125,0.5,0.666666666666667,0.76872528,0,4
57,25,4.71678,4.71678,0,0,1,1,2.27716252,1.95729952,0.666666666666667,0.8125,0.5,0.380952380952381,-0.319863,0,4
58,59,4.71678,4.71678,0,0,1,1,2.38187542,2.99794042,0.666666666666667,0.875,0.833333333333333,0.571428571428571,0.616065,0,4
58,56,4.71678,4.71678,0,0,1,1,2.38187542,1.66109752,0.666666666666667,0.875,0.5,0.952380952380952,-0.7207779,0,4
58,62,4.71678,4.71678,0,0,1,1,2.38187542,3.29061072,0.666666666666667,0.875,0.833333333333333,0.857142857142857,0.9087353,0,4
58,50,4.71678,4.71678,0,0,1,1,2.38187542,2.42325042,0.666666666666667,0.875,0.5,0.857142857142857,0.0413749999999999,0,4
58,42,4.71678,4.71678,0,0,1,1,2.38187542,3.1506007,0.666666666666667,0.875,0.5,0.714285714285714,0.76872528,0,4
58,26,4.71678,4.71678,0,0,1,1,2.38187542,2.06201242,0.666666666666667,0.875,0.5,0.428571428571429,-0.319863,0,4
59,58,4.71678,4.71678,0,0,1,1,2.99794042,2.38187542,0.833333333333333,0.571428571428571,0.666666666666667,0.875,-0.616065,0,4
59,57,4.71678,4.71678,0,0,1,1,2.99794042,2.27716252,0.833333333333333,0.571428571428571,0.666666666666667,0.8125,-0.7207779,0,4
59,63,4.71678,4.71678,0,0,1,1,2.99794042,3.90667572,0.833333333333333,0.571428571428571,1,0.5,0.908735300000001,0,4
59,51,4.71678,4.71678,0,0,1,1,2.99794042,3.03931542,0.833333333333333,0.571428571428571,0.666666666666667,0.625,0.0413750000000004,0,4
59,43,4.71678,4.71678,0,0,1,1,2.99794042,3.7666657,0.833333333333333,0.571428571428571,0.666666666666667,0.4375,0.76872528,0,4
59,27,4.71678,4.71678,0,0,1,1,2.99794042,2.67807742,0.833333333333333,0.571428571428571,0.666666666666667,0.1875,-0.319863,0,4
60,61,4.71678,4.71678,0,0,1,1,2.56983282,3.18589782,0.666666666666667,0.9375,0.833333333333333,0.714285714285714,0.616065,0,4
60,62,4.71678,4.71678,0,0,1,1,2.56983282,3.29061072,0.666666666666667,0.9375,0.833333333333333,0.857142857142857,0.7207779,0,4
60,56,4.71678,4.71678,0,0,1,1,2.56983282,1.66109752,0.666666666666667,0.9375,0.5,0.952380952380952,-0.9087353,0,4
60,52,4.71678,4.71678,0,0,1,1,2.56983282,2.61120782,0.666666666666667,0.9375,0.5,0.904761904761905,0.0413749999999999,0,4
60,44,4.71678,4.71678,0,0,1,1,2.56983282,3.3385581,0.666666666666667,0.9375,0.5,0.761904761904762,0.76872528,0,4
60,28,4.71678,4.71678,0,0,1,1,2.56983282,2.24996982,0.666666666666667,0.9375,0.5,0.476190476190476,-0.319863,0,4
61,60,4.71678,4.71678,0,0,1,1,3.18589782,2.56983282,0.833333333333333,0.714285714285714,0.666666666666667,0.9375,-0.616065,0,4
61,63,4.71678,4.71678,0,0,1,1,3.18589782,3.90667572,0.833333333333333,0.714285714285714,1,0.5,0.720777900000001,0,4
61,57,4.71678,4.71678,0,0,1,1,3.18589782,2.27716252,0.833333333333333,0.714285714285714,0.666666666666667,0.8125,-0.9087353,0,4
61,53,4.71678,4.71678,0,0,1,1,3.18589782,3.22727282,0.833333333333333,0.714285714285714,0.666666666666667,0.6875,0.0413750000000004,0,4
61,45,4.71678,4.71678,0,0,1,1,3.18589782,3.9546231,0.833333333333333,0.714285714285714,0.666666666666667,0.5,0.76872528,0,4
61,29,4.71678,4.71678,0,0,1,1,3.18589782,2.86603482,0.833333333333333,0.714285714285714,0.666666666666667,0.25,-0.319863,0,4
62,63,4.71678,4.71678,0,0,1,1,3.29061072,3.90667572,0.833333333333333,0.857142857142857,1,0.5,0.616065000000001,0,4
62,60,4.71678,4.71678,0,0,1,1,3.29061072,2.56983282,0.833333333333333,0.857142857142857,0.666666666666667,0.9375,-0.7207779,0,4
62,58,4.71678,4.71678,0,0,1,1,3.29061072,2.38187542,0.833333333333333,0.857142857142857,0.666666666666667,0.875,-0.9087353,0,4
62,54,4.71678,4.71678,0,0,1,1,3.29061072,3.33198572,0.833333333333333,0.857142857142857,0.666666666666667,0.75,0.0413750000000004,0,4
62,46,4.71678,4.71678,0,0,1,1,3.29061072,4.059336,0.833333333333333,0.857142857142857,0.666666666666667,0.5625,0.76872528,0,4
62,30,4.71678,4.71678,0,0,1,1,3.29061072,2.97074772,0.833333333333333,0.857142857142857,0.666666666666667,0.3125,-0.319863,0,4
63,62,4.71678,4.71678,0,0,1,1,3.90667572,3.29061072,1,0.5,0.833333333333333,0.857142857142857,-0.616065000000001,0,4
63,61,4.71678,4.71678,0,0,1,1,3.90667572,3.18589782,1,0.5,0.833333333333333,0.714285714285714,-0.720777900000001,0,4
63,59,4.71678,4.71678,0,0,1,1,3.90667572,2.99794042,1,0.5,0.833333333333333,0.571428571428571,-0.908735300000001,0,4
63,55,4.71678,4.71678,0,0,1,1,3.90667572,3.94805072,1,0.5,0.833333333333333,0.428571428571429,0.0413749999999995,0,4
63,47,4.71678,4.71678,0,0,1,1,3.90667572,4.675401,1,0.5,0.833333333333333,0.285714285714286,0.76872528,0,4
63,31,4.71678,4.71678,0,0,1,1,3.90667572,3.58681272,1,0.5,0.833333333333333,0.142857142857143,-0.319863,0,4
0,1,4.30939,4.30939,0,0,1,1,3.6923526,4.021101,0,0.5,0.166666666666667,0.142857142857143,0.3287484,0,5
0,2,4.30939,4.30939,0,0,1,1,3.6923526,3.4723366,0,0.5,0.166666666666667,0.285714285714286,-0.220016,0,5
0,4,4.30939,4.30939,0,0,1,1,3.6923526,3.9806426,0,0.5,0.166666666666667,0.428571428571429,0.28829,0,5
0,8,4.30939,4.30939,0,0,1,1,3.6923526,3.5511726,0,0.5,0.166666666666667,0.571428571428571,-0.14118,0,5
0,16,4.30939,4.30939,0,0,1,1,3.6923526,3.0064756,0,0.5,0.166666666666667,0.714285714285714,-0.685877,0,5
0,32,4.30939,4.30939,0,0,1,1,3.6923526,3.3243136,0,0.5,0.166666666666667,0.857142857142857,-0.368039,0,5
1,0,4.30939,4.30939,0,0,1,1,4.021101,3.6923526,0.166666666666667,0.142857142857143,0,0.5,-0.3287484,0,5
1,3,4.30939,4.30939,0,0,1,1,4.021101,3.801085,0.166666666666667,0.142857142857143,0.333333333333333,0.0625,-0.220016,0,5
1,5,4.30939,4.30939,0,0,1,1,4.021101,4.309391,0.166666666666667,0.142857142857143,0.333333333333333,0.125,0.28829,0,5
1,9,4.30939,4.30939,0,0,1,1,4.021101,3.879921,0.166666666666667,0.142857142857143,0.333333333333333,0.25,-0.14118,0,5
1,17,4.30939,4.30939,0,0,1,1,4.021101,3.335224,0.166666666666667,0.142857142857143,0.333333333333333,0.4375,-0.685877,0,5
1,33,4.30939,4.30939,0,0,1,1,4.021101,3.653062,0.166666666666667,0.142857142857143,0.333333333333333,0.6875,-0.368039,0,5
2,3,4.30939,4.30939,0,0,1,1,3.4723366,3.801085,0.166666666666667,0.285714285714286,0.333333333333333,0.0625,0.3287484,0,5
2,0,4.30939,4.30939,0,0,1,1,3.4723366,3.6923526,0.166666666666667,0.285714285714286,0,0.5,0.220016,0,5
2,6,4.30939,4.30939,0,0,1,1,3.4723366,3.7606266,0.166666666666667,0.285714285714286,0.333333333333333,0.1875,0.28829,0,5
2,10,4.30939,4.30939,0,0,1,1,3.4723366,3.3311566,0.166666666666667,0.285714285714286,0.333333333333333,0.3125,-0.14118,0,5
2,18,4.30939,4.30939,0,0,1,1,3.4723366,2.7864596,0.166666666666667,0.285714285714286,0.333333333333333,0.5,-0.685877,0,5
2,34,4.30939,4.30939,0,0,1,1,3.4723366,3.1042976,0.166666666666667,0.285714285714286,0.333333333333333,0.75,-0.368039,0,5
3,2,4.30939,4.30939,0,0,1,1,3.801085,3.4723366,0.333333333333333,0.0625,0.166666666666667,0.285714285714286,-0.3287484,0,5
3,1,4.30939,4.30939,0,0,1,1,3.801085,4.021101,0.333333333333333,0.0625,0.166666666666667,0.142857142857143,0.220016,0,5
3,7,4.30939,4.30939,0,0,1,1,3.801085,4.089375,0.333333333333333,0.0625,0.5,0.0476190476190476,0.28829,0,5
3,11,4.30939,4.30939,0,0,1,1,3.801085,3.659905,0.333333333333333,0.0625,0.5,0.0952380952380952,-0.14118,0,5
3,19,4.30939,4.30939,0,0,1,1,3.801085,3.115208,0.333333333333333,0.0625,0.5,0.238095238095238,-0.685877,0,5
3,35,4.30939,4.30939,0,0,1,1,3.801085,3.433046,0.333333333333333,0.0625,0.5,0.523809523809524,-0.368039,0,5
4,5,4.30939,4.30939,0,0,1,1,3.9806426,4.309391,0.166666666666667,0.428571428571429,0.333333333333333,0.125,0.3287484,0,5
4,6,4.30939,4.30939,0,0,1,1,3.9806426,3.7606266,0.166666666666667,0.428571428571429,0.333333333333333,0.1875,-0.220016,0,5
4,0,4.30939,4.30939,0,0,1,1,3.9806426,3.6923526,0.166666666666667,0.428571428571429,0,0.5,-0.28829,0,5
4,12,4.30939,4.30939,0,0,1,1,3.9806426,3.8394626,0.166666666666667,0.428571428571429,0.333333333333333,0.375,-0.14118,0,5
4,20,4.30939,4.30939,0,0,1,1,3.9806426,3.2947656,0.166666666666667,0.428571428571429,0.333333333333333,0.5625,-0.685877,0,5
4,36,4.30939,4.30939,0,0,1,1,3.9806426,3.6126036,0.166666666666667,0.428571428571429,0.333333333333333,0.8125,-0.368039,0,5
5,4,4.30939,4.30939,0,0,1,1,4.309391,3.9806426,0.333333333333333,0.125,0.166666666666667,0.428571428571429,-0.3287484,0,5
5,7,4.30939,4.30939,0,0,1,1,4.309391,4.089375,0.333333333333333,0.125,0.5,0.0476190476190476,-0.220015999999999,0,5
5,1,4.30939,4.30939,0,0,1,1,4.309391,4.021101,0.333333333333333,0.125,0.166666666666667,0.142857142857143,-0.28829,0,5
5,13,4.30939,4.30939,0,0,1,1,4.309391,4.168211,0.333333333333333,0.125,0.5,0.142857142857143,-0.141179999999999,0,5
5,21,4.30939,4.30939,0,0,1,1,4.309391,3.623514,0.333333333333333,0.125,0.5,0.285714285714286,-0.685877,0,5
5,37,4.30939,4.30939,0,0,1,1,4.309391,3.941352,0.333333333333333,0.125,0.5,0.571428571428571,-0.368039,0,5
6,7,4.30939,4.30939,0,0,1,1,3.7606266,4.089375,0.333333333333333,0.1875,0.5,0.0476190476190476,0.3287484,0,5
6,4,4.30939,4.30939,0,0,1,1,3.7606266,3.9806426,0.333333333333333,0.1875,0.166666666666667,0.428571428571429,0.220016,0,5
6,2,4.30939,4.30939,0,0,1,1,3.7606266,3.4723366,0.333333333333333,0.1875,0.166666666666667,0.285714285714286,-0.28829,0,5
6,14,4.30939,4.30939,0,0,1,1,3.7606266,3.6194466,0.333333333333333,0.1875,0.5,0.19047619047619,-0.14118,0,5
6,22,4.30939,4.30939,0,0,1,1,3.7606266,3.0747496,0.333333333333333,0.1875,0.5,0.333333333333333,-0.685877,0,5
6,38,4.30939,4.30939,0,0,1,1,3.7606266,3.3925876,0.333333333333333,0.1875,0.5,0.619047619047619,-0.368039,0,5
7,6,4.30939,4.30939,0,0,1,1,4.089375,3.7606266,0.5,0.0476190476190476,0.333333333333333,0.1875,-0.3287484,0,5
7,5,4.30939,4.30939,0,0,1,1,4.089375,4.309391,0.5,0.0476190476190476,0.333333333333333,0.125,0.220015999999999,0,5
7,3,4.30939,4.30939,0,0,1,1,4.089375,3.801085,0.5,0.0476190476190476,0.333333333333333,0.0625,-0.28829,0,5
7,15,4.30939,4.30939,0,0,1,1,4.089375,3.948195,0.5,0.0476190476190476,0.666666666666667,0.0625,-0.141180000000001,0,5
7,23,4.30939,4.30939,0,0,1,1,4.089375,3.403498,0.5,0.0476190476190476,0.666666666666667,0.125,-0.685877000000001,0,5
7,39,4.30939,4.30939,0,0,1,1,4.089375,3.721336,0.5,0.0476190476190476,0.666666666666667,0.375,-0.368039,0,5
8,9,4.30939,4.30939,0,0,1,1,3.5511726,3.879921,0.166666666666667,0.571428571428571,0.333333333333333,0.25,0.3287484,0,5
8,10,4.30939,4.30939,0,0,1,1,3.5511726,3.3311566,0.166666666666667,0.571428571428571,0.333333333333333,0.3125,-0.220016,0,5
8,12,4.30939,4.30939,0,0,1,1,3.5511726,3.8394626,0.166666666666667,0.571428571428571,0.333333333333333,0.375,0.28829,0,5
