"","genotype_a","genotype_b","avg_fitness_a","avg_fitness_b","fitness_sd_a","fitness_sd_b","raw_p","adj_p","starting_fitness_a","starting_fitness_b","x_a","y_a","x_b","y_b","fitness_diff"
"1",0,1,4.2959015,4.4161135,0.0739802978873772,0.087215,1,1,3.807951,2.65835087,0,0.5,0.166666666666667,0.142857142857143,-1.14960013
"2",0,2,4.2959015,4.2875631,0.0739802978873772,0.0805203972614483,0.133333900603579,0.800003403621476,3.807951,2.370913,0,0.5,0.166666666666667,0.285714285714286,-1.437038
"3",0,4,4.2959015,4.2896123,0.0739802978873772,0.0739839376487229,0.319648487072888,1,3.807951,4.024709,0,0.5,0.166666666666667,0.428571428571429,0.216758
"4",0,8,4.2959015,4.4091363,0.0739802978873772,0.0862226800140078,1,1,3.807951,2.970638,0,0.5,0.166666666666667,0.571428571428571,-0.837313
"5",0,16,4.2959015,4.3052427,0.0739802978873772,0.0694202436032121,0.894288581212137,1,3.807951,3.3352653,0,0.5,0.166666666666667,0.714285714285714,-0.4726857
"6",0,32,4.2959015,4.3131425,0.0739802978873772,0.0653659058008197,0.997418340640059,1,3.807951,3.197414,0,0.5,0.166666666666667,0.857142857142857,-0.610537
"7",1,0,4.4161135,4.2959015,0.087215,0.0739802978873772,3.75534451102338e-34,2.25320670661403e-33,2.65835087,3.807951,0.166666666666667,0.142857142857143,0,0.5,1.14960013
"8",1,3,4.4161135,4.4548935,0.087215,0.0783005191279539,0.99999989642796,1,2.65835087,1.2053141,0.166666666666667,0.142857142857143,0.333333333333333,0.0625,-1.45303677
"9",1,5,4.4161135,4.286387,0.087215,0.122131062458212,6.093652044488e-23,3.6561912266928e-22,2.65835087,3.344307,0.166666666666667,0.142857142857143,0.333333333333333,0.125,0.68595613
"10",1,9,4.4161135,4.407392,0.087215,0.0858833950861001,0.238238120255605,1,2.65835087,4.337624,0.166666666666667,0.142857142857143,0.333333333333333,0.25,1.67927313
"11",1,17,4.4161135,4.3372118,0.087215,0.0594334514926001,0.00536313126522841,0.0321787875913705,2.65835087,3.399664,0.166666666666667,0.142857142857143,0.333333333333333,0.4375,0.74131313
"12",1,33,4.4161135,4.3669553,0.087215,0.051306440347399,0.958997466315004,1,2.65835087,2.6058869,0.166666666666667,0.142857142857143,0.333333333333333,0.6875,-0.0524639700000002
"13",2,3,4.2875631,4.4548935,0.0805203972614483,0.0783005191279539,1,1,2.370913,1.2053141,0.166666666666667,0.285714285714286,0.333333333333333,0.0625,-1.1655989
"14",2,0,4.2875631,4.2959015,0.0805203972614483,0.0739802978873772,0.867260751062441,1,2.370913,3.807951,0.166666666666667,0.285714285714286,0,0.5,1.437038
"15",2,6,4.2875631,4.350841,0.0805203972614483,0.132806863713797,0.996815103000257,1,2.370913,1.6826662,0.166666666666667,0.285714285714286,0.333333333333333,0.1875,-0.6882468
"16",2,10,4.2875631,4.5067308,0.0805203972614483,0.0304068746440038,1,1,2.370913,2.54245,0.166666666666667,0.285714285714286,0.333333333333333,0.3125,0.171537
"17",2,18,4.2875631,4.2668365,0.0805203972614483,0.0627720367096433,0.0680470831109684,0.40828249866581,2.370913,3.5957024,0.166666666666667,0.285714285714286,0.333333333333333,0.5,1.2247894
"18",2,34,4.2875631,4.3107524,0.0805203972614483,0.0741286542440939,0.999996293981607,1,2.370913,3.00110101,0.166666666666667,0.285714285714286,0.333333333333333,0.75,0.63018801
"19",3,2,4.4548935,4.2875631,0.0783005191279539,0.0805203972614483,1.69313692809654e-31,1.01588215685792e-30,1.2053141,2.370913,0.333333333333333,0.0625,0.166666666666667,0.285714285714286,1.1655989
"20",3,1,4.4548935,4.4161135,0.0783005191279539,0.087215,1.05097398202772e-07,6.30584389216634e-07,1.2053141,2.65835087,0.333333333333333,0.0625,0.166666666666667,0.142857142857143,1.45303677
"21",3,7,4.4548935,4.51205,0.0783005191279539,0,0.999999999957775,1,1.2053141,2.06660964,0.333333333333333,0.0625,0.5,0.0476190476190476,0.86129554
"22",3,11,4.4548935,4.51205,0.0783005191279539,0,0.999999999957775,1,1.2053141,3.2466106,0.333333333333333,0.0625,0.5,0.0952380952380952,2.0412965
"23",3,19,4.4548935,4.34942,0.0783005191279539,0,2.99344809087529e-21,1.79606885452517e-20,1.2053141,3.597548,0.333333333333333,0.0625,0.5,0.238095238095238,2.3922339
"24",3,35,4.4548935,4.34942,0.0783005191279539,0,2.99344809087529e-21,1.79606885452517e-20,1.2053141,2.6681076,0.333333333333333,0.0625,0.5,0.523809523809524,1.4627935
"25",4,5,4.2896123,4.286387,0.0739839376487229,0.122131062458212,0.481207852697951,1,4.024709,3.344307,0.166666666666667,0.428571428571429,0.333333333333333,0.125,-0.680402
"26",4,6,4.2896123,4.350841,0.0739839376487229,0.132806863713797,0.991159382098027,1,4.024709,1.6826662,0.166666666666667,0.428571428571429,0.333333333333333,0.1875,-2.3420428
