1,1.6322362000000001
2,1.8769292000000002
3,1.4230742
4,2.7638361999999996
5,2.3099811999999997
6,2.5546741999999996
7,2.1008192
8,2.5581812
9,2.1043262
10,2.3490192
11,1.8951642000000002
12,3.2359261999999998
13,2.7820712
14,3.0267641999999997
15,2.5729092
16,2.582351
17,2.128496
18,2.373189
19,1.919334
20,3.260096
21,2.806241
22,3.050934
23,2.597079
24,3.054441
25,2.6005860000000003
26,2.845279
27,2.391424
28,3.732186
29,3.278331
30,3.523024
31,3.069169
32,2.7810221999999998
33,2.3271672
34,2.5718602
35,2.1180052
36,3.4587671999999996
37,3.0049121999999997
38,3.2496051999999995
39,2.7957502
40,3.2531122
41,2.7992572000000004
42,3.0439502
43,2.5900952000000004
44,3.9308571999999997
45,3.4770022
46,3.7216951999999996
47,3.2678401999999998
48,3.277282
49,2.823427
50,3.06812
51,2.614265
52,3.955027
53,3.501172
54,3.745865
55,3.29201
56,3.749372
57,3.2955170000000003
58,3.54021
59,3.086355
60,4.427117
61,3.973262
62,4.217955
63,3.7641
