rep_id,trial_id,starting_index,landscape_seed,avg_fitness,max_fitness,dom_fitness,final_max_org_fitness,final_max_org_genotype
000,1,0,0857,5.19718,5.23289,5.23289,5.23289,011001
000,2,0,0857,5.21073,5.23289,5.23289,5.23289,011001
000,3,0,0857,5.21396,5.23289,5.23289,5.23289,011001
000,4,0,0857,5.22082,5.23289,5.23289,5.23289,011001
000,5,0,0857,5.21751,5.23289,5.23289,5.23289,011001
000,6,0,0857,5.21258,5.23289,5.23289,5.23289,011001
000,7,0,0857,5.20102,5.23289,5.23289,5.23289,011001
000,8,0,0857,4.26849,4.28269,4.28269,4.28269,010111
000,9,0,0857,4.2657,4.28269,4.28269,4.28269,010111
000,10,0,0857,5.19776,5.23289,5.23289,5.23289,011001
000,11,0,0857,5.20855,5.23289,5.23289,5.23289,011001
000,12,0,0857,5.20203,5.23289,5.23289,5.23289,011001
000,13,0,0857,5.18526,5.23289,5.23289,5.23289,011001
000,14,0,0857,4.26496,4.28269,4.28269,4.28269,010111
000,15,0,0857,4.2615,4.28269,4.28269,4.28269,010111
000,16,0,0857,5.21343,5.23289,5.23289,5.23289,011001
000,17,0,0857,5.1734,5.23289,5.23289,5.23289,011001
000,18,0,0857,5.1911,5.23289,5.23289,5.23289,011001
000,19,0,0857,4.23951,4.28269,4.28269,4.28269,010111
000,20,0,0857,4.24247,4.28269,4.28269,4.28269,010111
000,21,0,0857,5.21215,5.23289,5.23289,5.23289,011001
000,22,0,0857,4.28654,5.23289,4.28269,5.23289,011001
000,23,0,0857,5.19924,5.23289,5.23289,5.23289,011001
000,24,0,0857,4.25012,4.28269,4.28269,4.28269,010111
000,25,0,0857,5.19842,5.23289,5.23289,5.23289,011001
000,26,0,0857,5.21093,5.23289,5.23289,5.23289,011001
000,27,0,0857,5.20164,5.23289,5.23289,5.23289,011001
000,28,0,0857,5.19136,5.23289,5.23289,5.23289,011001
000,29,0,0857,4.25254,4.28269,4.28269,4.28269,010111
000,30,0,0857,5.20692,5.23289,5.23289,5.23289,011001
000,31,0,0857,4.26772,4.28269,4.28269,4.28269,010111
000,32,0,0857,5.19045,5.23289,5.23289,5.23289,011001
000,33,0,0857,5.2091,5.23289,5.23289,5.23289,011001
000,34,0,0857,4.25118,4.28269,4.28269,4.28269,010111
000,35,0,0857,5.21351,5.23289,5.23289,5.23289,011001
000,36,0,0857,5.21033,5.23289,5.23289,5.23289,011001
000,37,0,0857,5.19205,5.23289,5.23289,5.23289,011001
000,38,0,0857,4.26358,4.28269,4.28269,4.28269,010111
000,39,0,0857,5.19872,5.23289,5.23289,5.23289,011001
000,40,0,0857,4.26538,4.28269,4.28269,4.28269,010111
000,41,0,0857,4.46827,5.23289,4.61642,5.23289,011001
000,42,0,0857,5.19494,5.23289,5.23289,5.23289,011001
000,43,0,0857,4.25251,4.28269,4.28269,4.28269,010111
