"","landscape_seed","starting_index","fitness_avg","fitness_var","fitness_min","fitness_max","count","starting_fitness","frac_1","frac_2","frac_3","frac_4"
"1",NA,0,1.00993,0.00322042939393939,1,1.331,100,1.000002,0.97,0.03,0,0
"2",NA,1,1.1986,0.0265602424242424,1,1.331,100,1.000002,0.4,0.6,0,0
"3",NA,2,1.16881,0.0276558524242424,1,1.331,100,0,0.49,0.51,0,0
"4",NA,3,1.331,0,1.331,1.331,100,1.000002,0,1,0,0
"5",NA,4,0.99993,0.0134210354545455,0,1.331,100,0,0.96,0.03,0.01,0
"6",NA,5,1.25156,0.0201857842424242,1,1.331,100,0,0.24,0.76,0,0
"7",NA,6,1.331,0,1.331,1.331,100,0,0,1,0,0
"8",NA,7,1.331,0,1.331,1.331,100,1.330998,0,1,0,0
"9",NA,8,1.01324,0.00424963878787879,1,1.331,100,0,0.96,0.04,0,0
"10",NA,9,1.17874,0.0274898509090909,1,1.331,100,0,0.46,0.54,0,0
"11",NA,10,0.2830068,0.273084400163394,0,1.77156,100,0,0.15,0.06,0.76,0.03
"12",NA,11,1.331,0,1.331,1.331,100,0,0,1,0,0
"13",NA,12,0.4473192,0.350819072387232,0,1.77156,100,0,0.31,0.01,0.61,0.07
"14",NA,13,0.4503724,0.398716671376,0,1.77156,100,0,0.1,0.21,0.65,0.04
"15",NA,14,0.551934,0.545903822913131,0,1.77156,100,0,0.02,0.2,0.63,0.15
"16",NA,15,1.3087856,0.0372511834026667,0,1.77156,100,0,0,0.97,0.02,0.01
"17",NA,16,1.00662,0.00216908646464646,1,1.331,100,0,0.98,0.02,0,0
"18",NA,17,1.17874,0.0274898509090909,1,1.331,100,0,0.46,0.54,0,0
"19",NA,18,0.37965,0.304646492424242,0,1.331,100,0,0.18,0.15,0.67,0
"20",NA,19,1.331,0,1.331,1.331,100,0,0,1,0,0
"21",NA,20,0.4483448,0.369183986869657,0,1.77156,100,0,0.28,0.02,0.62,0.08
"22",NA,21,0.3439624,0.327659556293172,0,1.77156,100,0,0.14,0.1,0.72,0.04
"23",NA,22,0.4488572,0.491215721252687,0,1.77156,100,0,0.01,0.17,0.7,0.12
"24",NA,23,1.331,0,1.331,1.331,100,0,0,1,0,0
"25",NA,24,1.038578,0.0285626056525253,1,1.77156,100,0,0.95,0,0,0.05
"26",NA,25,0.3929136,0.332682437324283,0,1.77156,100,0,0.26,0.02,0.66,0.06
"27",NA,26,0.5165264,0.527927299481859,0,1.77156,100,0,0.14,0.03,0.64,0.19
"28",NA,27,0.4944748,0.474200918033293,0,1.77156,100,0,0.02,0.25,0.65,0.08
"29",NA,28,1.462936,0.14431632329697,1,1.77156,100,0,0.4,0,0,0.6
"30",NA,29,0.3125872,0.382727497402182,0,1.77156,100,0,0.1,0,0.78,0.12
"31",NA,30,1.77156,0,1.77156,1.77156,100,0,0,0,0,1
"32",NA,31,1.77156,0,1.77156,1.77156,100,0,0,0,0,1
"33",NA,32,1,0,1,1,100,1.000002,1,0,0,0
"34",NA,33,1.05958,0.0163345490909091,1,1.331,100,0,0.82,0.18,0,0
"35",NA,34,1.00331,0.00109561,1,1.331,100,0,0.99,0.01,0,0
"36",NA,35,1.32769,0.00109561,1,1.331,100,0,0.01,0.99,0,0
"37",NA,36,1,0,1,1,100,0,1,0,0,0
"38",NA,37,0.4274356,0.314414521402667,0,1.77156,100,0,0.25,0.12,0.62,0.01
"39",NA,38,0.5444984,0.479420049597414,0,1.77156,100,0,0.19,0.08,0.59,0.14
"40",NA,39,1.331,0,1.331,1.331,100,0,0,1,0,0
"41",NA,40,1.0077156,0.005953048336,1,1.77156,100,0,0.99,0,0,0.01
"42",NA,41,0.3853612,0.280214214350061,0,1.77156,100,0,0.31,0.03,0.64,0.02
"43",NA,42,0.4925872,0.418150333765818,0,1.77156,100,0,0.28,0,0.6,0.12
"44",NA,43,0.5330296,0.552432726161455,0,1.77156,100,0,0.01,0.18,0.65,0.16
"45",NA,44,1.5323764,0.128621923138424,1,1.77156,100,0,0.31,0,0,0.69
"46",NA,45,0.4265964,0.509410333223273,0,1.77156,100,0,0.09,0,0.72,0.19
"47",NA,46,1.77156,0,1.77156,1.77156,100,0,0,0,0,1
"48",NA,47,1.77156,0,1.77156,1.77156,100,0,0,0,0,1
"49",NA,48,1.0077156,0.005953048336,1,1.77156,100,1.000002,0.99,0,0,0.01
"50",NA,49,1,0,1,1,100,0,1,0,0,0
"51",NA,50,1,0,1,1,100,0,1,0,0,0
"52",NA,51,0.4944284,0.494739135330747,0,1.77156,100,0,0.1,0.11,0.65,0.14
"53",NA,52,1.2546148,0.132951412837333,1,1.77156,100,0,0.67,0,0,0.33
"54",NA,53,0.360466,0.375376117377778,0,1.77156,100,0,0.17,0.01,0.72,0.1
"55",NA,54,1.77156,0,1.77156,1.77156,100,0,0,0,0,1
"56",NA,55,1.7671544,0.001940931136,1.331,1.77156,100,0,0,0.01,0,0.99
"57",NA,56,1.0308624,0.0230906117275152,1,1.77156,100,1.000002,0.96,0,0,0.04
"58",NA,57,1.038578,0.0285626056525253,1,1.77156,100,0,0.95,0,0,0.05
"59",NA,58,1.424358,0.1488262084,1,1.77156,100,0,0.45,0,0,0.55
"60",NA,59,1.7638444,0.005953048336,1,1.77156,100,0,0.01,0,0,0.99
"61",NA,60,1.4552204,0.145458827523071,1,1.77156,100,1.000002,0.41,0,0,0.59
"62",NA,61,1.6712572,0.068009067353697,1,1.77156,100,0,0.13,0,0,0.87
"63",NA,62,1.77156,0,1.77156,1.77156,100,1.000002,0,0,0,1
"64",NA,63,1.77156,0,1.77156,1.77156,100,1.77156,0,0,0,1
