rep_id,trial_id,starting_index,landscape_seed,avg_fitness,max_fitness,dom_fitness,final_max_org_fitness,final_max_org_genotype
000,1,0,0853,4.67984,4.71052,4.71052,4.71052,100001
000,2,0,0853,4.66239,4.71052,4.71052,4.71052,100001
000,3,0,0853,4.31144,4.33482,4.33482,4.33482,110000
000,4,0,0853,4.3162,4.33482,4.33482,4.33482,110000
000,5,0,0853,4.68631,4.71052,4.71052,4.71052,100001
000,6,0,0853,4.69525,4.71052,4.71052,4.71052,100001
000,7,0,0853,4.67697,4.71052,4.71052,4.71052,100001
000,8,0,0853,4.66536,4.71052,4.71052,4.71052,100001
000,9,0,0853,4.67513,4.71052,4.71052,4.71052,100001
000,10,0,0853,4.67506,4.71052,4.71052,4.71052,100001
000,11,0,0853,4.67772,4.71052,4.71052,4.71052,100001
000,12,0,0853,4.69358,4.71052,4.71052,4.71052,100001
000,13,0,0853,4.31292,4.33482,4.33482,4.33482,110000
000,14,0,0853,4.67992,4.71052,4.71052,4.71052,100001
000,15,0,0853,4.65179,4.71052,4.71052,4.71052,100001
000,16,0,0853,4.68442,4.71052,4.71052,4.71052,100001
000,17,0,0853,4.67789,4.71052,4.71052,4.71052,100001
000,18,0,0853,4.68919,4.71052,4.71052,4.71052,100001
000,19,0,0853,4.68798,4.71052,4.71052,4.71052,100001
000,20,0,0853,4.44218,4.45885,4.45885,4.45885,101000
000,21,0,0853,4.68823,4.71052,4.71052,4.71052,100001
000,22,0,0853,4.42723,4.45885,4.45885,4.45885,101000
000,23,0,0853,4.66984,4.71052,4.71052,4.71052,100001
000,24,0,0853,4.67551,4.71052,4.71052,4.71052,100001
000,25,0,0853,4.68486,4.71052,4.71052,4.71052,100001
000,26,0,0853,4.43823,4.45885,4.45885,4.45885,101000
000,27,0,0853,4.69366,4.71052,4.71052,4.71052,100001
000,28,0,0853,4.6853,4.71052,4.71052,4.71052,100001
000,29,0,0853,4.68531,4.71052,4.71052,4.71052,100001
000,30,0,0853,4.68352,4.71052,4.71052,4.71052,100001
000,31,0,0853,4.68487,4.71052,4.71052,4.71052,100001
000,32,0,0853,4.68562,4.71052,4.71052,4.71052,100001
000,33,0,0853,4.6789,4.71052,4.71052,4.71052,100001
000,34,0,0853,4.68752,4.71052,4.71052,4.71052,100001
000,35,0,0853,4.66864,4.71052,4.71052,4.71052,100001
000,36,0,0853,4.69262,4.71052,4.71052,4.71052,100001
000,37,0,0853,4.68533,4.71052,4.71052,4.71052,100001
000,38,0,0853,4.68445,4.71052,4.71052,4.71052,100001
000,39,0,0853,4.43456,4.45885,4.45885,4.45885,101000
000,40,0,0853,4.68702,4.71052,4.71052,4.71052,100001
