"","genotype_a","genotype_b","avg_fitness_a","avg_fitness_b","fitness_sd_a","fitness_sd_b","raw_p","adj_p","starting_fitness_a","starting_fitness_b","x_a","y_a","x_b","y_b","fitness_diff"
"1",0,1,1.027425,1.04859875,0.121784633034855,0.135411430312512,0.701326279219693,1,1.000002,0.949998,0,0.5,0.166666666666667,0.142857142857143,-0.0500039999999999
"2",0,2,1.027425,1.090575,0.121784633034855,0.129937268761242,0.999447732870966,1,1.000002,0.949998,0,0.5,0.166666666666667,0.285714285714286,-0.0500039999999999
"3",0,4,1.027425,1.047575,0.121784633034855,0.12813564811629,0.831676487947824,1,1.000002,0.949998,0,0.5,0.166666666666667,0.428571428571429,-0.0500039999999999
"4",0,8,1.027425,1.0727725,0.121784633034855,0.135362638849175,0.979336405541849,1,1.000002,0.949998,0,0.5,0.166666666666667,0.571428571428571,-0.0500039999999999
"5",0,16,1.027425,1.05529375,0.121784633034855,0.134188576197855,0.902693299726141,1,1.000002,0.949998,0,0.5,0.166666666666667,0.714285714285714,-0.0500039999999999
"6",0,32,1.027425,1.08347375,0.121784633034855,0.132544263493513,0.997281283314471,1,1.000002,0.949998,0,0.5,0.166666666666667,0.857142857142857,-0.0500039999999999
"7",1,0,1.04859875,1.027425,0.135411430312512,0.121784633034855,0.299555508632811,1,0.949998,1.000002,0.166666666666667,0.142857142857143,0,0.5,0.0500039999999999
"8",1,3,1.04859875,1.1246225,0.135411430312512,0.126947486980868,0.999951699007551,1,0.949998,0.902502,0.166666666666667,0.142857142857143,0.333333333333333,0.0625,-0.0474960000000001
"9",1,5,1.04859875,1.1013475,0.135411430312512,0.13369372527546,0.996546067801358,1,0.949998,0.902502,0.166666666666667,0.142857142857143,0.333333333333333,0.125,-0.0474960000000001
"10",1,9,1.04859875,1.12672375,0.135411430312512,0.126627326794411,0.999957007144857,1,0.949998,0.902502,0.166666666666667,0.142857142857143,0.333333333333333,0.25,-0.0474960000000001
"11",1,17,1.04859875,1.126875,0.135411430312512,0.120877147229004,0.999989751860644,1,0.949998,0.902502,0.166666666666667,0.142857142857143,0.333333333333333,0.4375,-0.0474960000000001
"12",1,33,1.04859875,1.104375,0.135411430312512,0.132351677512618,0.997592310160403,1,0.949998,0.902502,0.166666666666667,0.142857142857143,0.333333333333333,0.6875,-0.0474960000000001
"13",2,3,1.090575,1.1246225,0.129937268761242,0.126947486980868,0.959807794907213,1,0.949998,0.902502,0.166666666666667,0.285714285714286,0.333333333333333,0.0625,-0.0474960000000001
"14",2,0,1.090575,1.027425,0.129937268761242,0.121784633034855,0.00055728744767751,0.00334372468606506,0.949998,1.000002,0.166666666666667,0.285714285714286,0,0.5,0.0500039999999999
"15",2,6,1.090575,1.09689875,0.129937268761242,0.130618627744383,0.620418685848444,1,0.949998,0.902502,0.166666666666667,0.285714285714286,0.333333333333333,0.1875,-0.0474960000000001
"16",2,10,1.090575,1.1242,0.129937268761242,0.121379320289493,0.967341145356542,1,0.949998,0.902502,0.166666666666667,0.285714285714286,0.333333333333333,0.3125,-0.0474960000000001
"17",2,18,1.090575,1.1069475,0.129937268761242,0.131639122766284,0.778132079048079,1,0.949998,0.902502,0.166666666666667,0.285714285714286,0.333333333333333,0.5,-0.0474960000000001
"18",2,34,1.090575,1.11329875,0.129937268761242,0.131719876684674,0.85294928906834,1,0.949998,0.902502,0.166666666666667,0.285714285714286,0.333333333333333,0.75,-0.0474960000000001
"19",3,2,1.1246225,1.090575,0.126947486980868,0.129937268761242,0.0404336508405331,0.242601905043199,0.902502,0.949998,0.333333333333333,0.0625,0.166666666666667,0.285714285714286,0.0474960000000001
"20",3,1,1.1246225,1.04859875,0.126947486980868,0.135411430312512,4.8839199960177e-05,0.000293035199761062,0.902502,0.949998,0.333333333333333,0.0625,0.166666666666667,0.142857142857143,0.0474960000000001
"21",3,7,1.1246225,1.1760725,0.126947486980868,0.0939515513241379,0.999401312576379,1,0.902502,0.857376,0.333333333333333,0.0625,0.5,0.0476190476190476,-0.045126
