"","landscape_seed","starting_index","fitness_avg","fitness_var","fitness_min","fitness_max","count","starting_fitness","x","y","frac_1","frac_2","frac_3"
"1",NA,0,1.21,0,1.21,1.21,100,1.210002,0,0.5,1,0,0
"2",NA,1,1.222705,0.0030979025,1.21,1.4641,100,1.099998,0.166666666666667,0.142857142857143,0.95,0.05,0
"3",NA,2,1.230328,0.0048001184,1.21,1.4641,100,1.099998,0.166666666666667,0.285714285714286,0.92,0.08,0
"4",NA,3,1.4641,0,1.4641,1.4641,100,1.000002,0.333333333333333,0.0625,0,1,0
"5",NA,4,1.220164,0.0025044096,1.21,1.4641,100,1.099998,0.166666666666667,0.428571428571429,0.96,0.04,0
"6",NA,5,1.4641,0,1.4641,1.4641,100,1.000002,0.333333333333333,0.125,0,1,0
"7",NA,6,1.4641,0,1.4641,1.4641,100,1.000002,0.333333333333333,0.1875,0,1,0
"8",NA,7,1.4641,0,1.4641,1.4641,100,1.099998,0.5,0.0476190476190476,0,1,0
"9",NA,8,1.220164,0.0025044096,1.21,1.4641,100,1.099998,0.166666666666667,0.571428571428571,0.96,0.04,0
"10",NA,9,1.4641,0,1.4641,1.4641,100,1.000002,0.333333333333333,0.25,0,1,0
"11",NA,10,1.4641,0,1.4641,1.4641,100,1.000002,0.333333333333333,0.3125,0,1,0
"12",NA,11,1.4641,0,1.4641,1.4641,100,1.099998,0.5,0.0952380952380952,0,1,0
"13",NA,12,1.4641,0,1.4641,1.4641,100,1.000002,0.333333333333333,0.375,0,1,0
"14",NA,13,1.4641,0,1.4641,1.4641,100,1.099998,0.5,0.142857142857143,0,1,0
"15",NA,14,1.4641,0,1.4641,1.4641,100,1.099998,0.5,0.19047619047619,0,1,0
"16",NA,15,1.4641,0,1.4641,1.4641,100,1.210002,0.666666666666667,0.0625,0,1,0
"17",NA,16,1.232869,0.0053414361,1.21,1.4641,100,1.099998,0.166666666666667,0.714285714285714,0.91,0.09,0
"18",NA,17,1.4641,0,1.4641,1.4641,100,1.000002,0.333333333333333,0.4375,0,1,0
"19",NA,18,1.461559,0.0006456681,1.21,1.4641,100,1.000002,0.333333333333333,0.5,0.01,0.99,0
"20",NA,19,1.4641,0,1.4641,1.4641,100,1.099998,0.5,0.238095238095238,0,1,0
"21",NA,20,1.459018,0.0012782924,1.21,1.4641,100,1.000002,0.333333333333333,0.5625,0.02,0.98,0
"22",NA,21,1.4641,0,1.4641,1.4641,100,1.099998,0.5,0.285714285714286,0,1,0
"23",NA,22,1.4641,0,1.4641,1.4641,100,1.099998,0.5,0.333333333333333,0,1,0
"24",NA,23,1.4641,0,1.4641,1.4641,100,1.210002,0.666666666666667,0.125,0,1,0
"25",NA,24,1.4641,0,1.4641,1.4641,100,1.000002,0.333333333333333,0.625,0,1,0
"26",NA,25,1.4641,0,1.4641,1.4641,100,1.099998,0.5,0.380952380952381,0,1,0
"27",NA,26,1.4641,0,1.4641,1.4641,100,1.099998,0.5,0.428571428571429,0,1,0
"28",NA,27,1.4641,0,1.4641,1.4641,100,1.210002,0.666666666666667,0.1875,0,1,0
"29",NA,28,1.4641,0,1.4641,1.4641,100,1.099998,0.5,0.476190476190476,0,1,0
"30",NA,29,1.4641,0,1.4641,1.4641,100,1.210002,0.666666666666667,0.25,0,1,0
"31",NA,30,1.4641,0,1.4641,1.4641,100,1.210002,0.666666666666667,0.3125,0,1,0
"32",NA,31,1.4641,0,1.4641,1.4641,100,1.330998,0.833333333333333,0.142857142857143,0,1,0
"33",NA,32,1.234079,0.0054319441,1.21,1.4641,100,1.099998,0.166666666666667,0.857142857142857,0.9,0.09,0.01
"34",NA,33,1.4641,0,1.4641,1.4641,100,1.000002,0.333333333333333,0.6875,0,1,0
"35",NA,34,1.4641,0,1.4641,1.4641,100,1.000002,0.333333333333333,0.75,0,1,0
"36",NA,35,1.4641,0,1.4641,1.4641,100,1.099998,0.5,0.523809523809524,0,1,0
"37",NA,36,1.4641,0,1.4641,1.4641,100,1.000002,0.333333333333333,0.8125,0,1,0
"38",NA,37,1.4641,0,1.4641,1.4641,100,1.099998,0.5,0.571428571428571,0,1,0
"39",NA,38,1.4641,0,1.4641,1.4641,100,1.099998,0.5,0.619047619047619,0,1,0
"40",NA,39,1.4641,0,1.4641,1.4641,100,1.210002,0.666666666666667,0.375,0,1,0
