"","landscape_seed","starting_index","fitness_avg","fitness_var","fitness_min","fitness_max","count","starting_fitness","x","y","frac_1","frac_2","frac_3"
"41",NA,40,1.461559,0.0006456681,1.21,1.4641,100,1.000002,0.333333333333333,0.875,0.01,0.99,0
"42",NA,41,1.4641,0,1.4641,1.4641,100,1.099998,0.5,0.666666666666667,0,1,0
"43",NA,42,1.4641,0,1.4641,1.4641,100,1.099998,0.5,0.714285714285714,0,1,0
"44",NA,43,1.4641,0,1.4641,1.4641,100,1.210002,0.666666666666667,0.4375,0,1,0
"45",NA,44,1.4641,0,1.4641,1.4641,100,1.099998,0.5,0.761904761904762,0,1,0
"46",NA,45,1.4641,0,1.4641,1.4641,100,1.210002,0.666666666666667,0.5,0,1,0
"47",NA,46,1.4641,0,1.4641,1.4641,100,1.210002,0.666666666666667,0.5625,0,1,0
"48",NA,47,1.4641,0,1.4641,1.4641,100,1.330998,0.833333333333333,0.285714285714286,0,1,0
"49",NA,48,1.4641,0,1.4641,1.4641,100,1.000002,0.333333333333333,0.9375,0,1,0
"50",NA,49,1.4641,0,1.4641,1.4641,100,1.099998,0.5,0.80952380952381,0,1,0
"51",NA,50,1.4641,0,1.4641,1.4641,100,1.099998,0.5,0.857142857142857,0,1,0
"52",NA,51,1.4641,0,1.4641,1.4641,100,1.210002,0.666666666666667,0.625,0,1,0
"53",NA,52,1.4641,0,1.4641,1.4641,100,1.099998,0.5,0.904761904761905,0,1,0
"54",NA,53,1.4641,0,1.4641,1.4641,100,1.210002,0.666666666666667,0.6875,0,1,0
"55",NA,54,1.4641,0,1.4641,1.4641,100,1.210002,0.666666666666667,0.75,0,1,0
"56",NA,55,1.4641,0,1.4641,1.4641,100,1.330998,0.833333333333333,0.428571428571429,0,1,0
"57",NA,56,1.4641,0,1.4641,1.4641,100,1.099998,0.5,0.952380952380952,0,1,0
"58",NA,57,1.4641,0,1.4641,1.4641,100,1.210002,0.666666666666667,0.8125,0,1,0
"59",NA,58,1.4641,0,1.4641,1.4641,100,1.210002,0.666666666666667,0.875,0,1,0
"60",NA,59,1.4641,0,1.4641,1.4641,100,1.330998,0.833333333333333,0.571428571428571,0,1,0
"61",NA,60,1.4641,0,1.4641,1.4641,100,1.210002,0.666666666666667,0.9375,0,1,0
"62",NA,61,1.4641,0,1.4641,1.4641,100,1.330998,0.833333333333333,0.714285714285714,0,1,0
"63",NA,62,1.4641,0,1.4641,1.4641,100,1.330998,0.833333333333333,0.857142857142857,0,1,0
"64",NA,63,1.4641,0,1.4641,1.4641,100,1.464102,1,0.5,0,1,0
