1,2.0775137200000002
2,2.79515592
3,2.14827692
4,2.55861292
5,2.07478892
6,2.80218892
7,2.15530992
8,3.4293258
9,2.9455018
10,3.6631440000000004
11,3.016265
12,3.173847
13,2.690023
14,3.417423
15,2.770544
16,3.3882038
17,2.9043798
18,3.622022
19,2.975143
20,3.3854789999999997
21,2.9016550000000003
22,3.6290549999999997
23,2.982176
24,3.0338238
25,2.5499998
26,3.267642
27,2.620763
28,2.778345
29,2.294521
30,3.021921
31,2.375042
32,2.3557737199999997
33,1.98226872
34,2.58959192
35,2.05303192
36,2.35304892
37,1.9795439200000002
38,2.59662492
39,2.06006492
40,3.2237617999999997
41,2.8502568
42,3.45758
43,2.92102
44,2.9682829999999996
45,2.5947780000000003
46,3.2118589999999996
47,2.675299
48,3.0432118
49,2.6697068
50,3.27703
51,2.7404699999999997
52,3.0404869999999997
53,2.666982
54,3.2840629999999997
55,2.747503
56,2.6888317999999996
57,2.3153268
58,2.92265
59,2.38609
60,2.433353
61,2.059848
62,2.676929
63,2.1403689999999997
