"","genotype_a","genotype_b","avg_fitness_a","avg_fitness_b","fitness_sd_a","fitness_sd_b","raw_p","adj_p","starting_fitness_a","starting_fitness_b","x_a","y_a","x_b","y_b","fitness_diff"
"1",0,1,1.21,1.21,0,0,1,1,1.210002,0,0,0.5,0.166666666666667,0.142857142857143,-1.210002
"2",0,2,1.21,1.21,0,0,1,1,1.210002,0,0,0.5,0.166666666666667,0.285714285714286,-1.210002
"3",0,4,1.21,1.21,0,0,1,1,1.210002,0,0,0.5,0.166666666666667,0.428571428571429,-1.210002
"4",0,8,1.21,1.21,0,0,1,1,1.210002,0,0,0.5,0.166666666666667,0.571428571428571,-1.210002
"5",0,16,1.21,1.21,0,0,1,1,1.210002,0,0,0.5,0.166666666666667,0.714285714285714,-1.210002
"6",0,32,1.21,1.1979,0,0.121,0.161087059510831,0.966522357064985,1.210002,0,0,0.5,0.166666666666667,0.857142857142857,-1.210002
"7",1,0,1.21,1.21,0,0,1,1,0,1.210002,0.166666666666667,0.142857142857143,0,0.5,1.210002
"8",1,3,1.21,0.184041,0,0.441002987253677,3.49542459364407e-33,2.09725475618644e-32,0,0,0.166666666666667,0.142857142857143,0.333333333333333,0.0625,0
"9",1,5,1.21,0.2057,0,0.456805453363051,7.5088154312404e-33,4.50528925874424e-32,0,0,0.166666666666667,0.142857142857143,0.333333333333333,0.125,0
"10",1,9,1.21,0.2299,0,0.477075465728432,1.3358738670678e-31,8.01524320240677e-31,0,0,0.166666666666667,0.142857142857143,0.333333333333333,0.25,0
"11",1,17,1.21,0.1936,0,0.445828068504739,1.71571223438571e-33,1.02942734063142e-32,0,0,0.166666666666667,0.142857142857143,0.333333333333333,0.4375,0
"12",1,33,1.21,0.1452,0,0.395184345169019,3.60047089621515e-36,2.16028253772909e-35,0,0,0.166666666666667,0.142857142857143,0.333333333333333,0.6875,0
"13",2,3,1.21,0.184041,0,0.441002987253677,3.49542459364407e-33,2.09725475618644e-32,0,0,0.166666666666667,0.285714285714286,0.333333333333333,0.0625,0
