"","genotype_a","genotype_b","avg_fitness_a","avg_fitness_b","fitness_sd_a","fitness_sd_b","raw_p","adj_p","starting_fitness_a","starting_fitness_b","x_a","y_a","x_b","y_b","fitness_diff"
"1",0,1,1.21,1.21,0,0,1,1,1.210002,0,0,0.5,0.166666666666667,0.142857142857143,-1.210002
"2",0,2,1.21,1.212541,0,0.02541,0.843752354978745,1,1.210002,0,0,0.5,0.166666666666667,0.285714285714286,-1.210002
"3",0,4,1.21,1.212541,0,0.02541,0.843752354978745,1,1.210002,0,0,0.5,0.166666666666667,0.428571428571429,-1.210002
"4",0,8,1.21,1.21,0,0,1,1,1.210002,0,0,0.5,0.166666666666667,0.571428571428571,-1.210002
"5",0,16,1.21,1.21,0,0,1,1,1.210002,0,0,0.5,0.166666666666667,0.714285714285714,-1.210002
"6",0,32,1.21,1.212541,0,0.02541,0.843752354978745,1,1.210002,0,0,0.5,0.166666666666667,0.857142857142857,-1.210002
"7",1,0,1.21,1.21,0,0,1,1,0,1.210002,0.166666666666667,0.142857142857143,0,0.5,1.210002
"8",1,3,1.21,1.074843,0,0.48287747745503,0.892675972897904,1,0,0,0.166666666666667,0.142857142857143,0.333333333333333,0.0625,0
"9",1,5,1.21,1.073633,0,0.443552835397192,0.419252440515483,1,0,0,0.166666666666667,0.142857142857143,0.333333333333333,0.125,0
"10",1,9,1.21,1.095897,0,0.436109826649205,0.785104316542077,1,0,0,0.166666666666667,0.142857142857143,0.333333333333333,0.25,0
"11",1,17,1.21,1.104125,0,0.460463300805709,0.974381543642228,1,0,0,0.166666666666667,0.142857142857143,0.333333333333333,0.4375,0
"12",1,33,1.21,1.00672,0,0.530914594512777,0.431782005710171,1,0,0,0.166666666666667,0.142857142857143,0.333333333333333,0.6875,0
"13",2,3,1.212541,1.074843,0.02541,0.48287747745503,0.86026535161238,1,0,0,0.166666666666667,0.285714285714286,0.333333333333333,0.0625,0
"14",2,0,1.212541,1.21,0.02541,0,0.161087059510831,0.966522357064985,0,1.210002,0.166666666666667,0.285714285714286,0,0.5,1.210002
"15",2,6,1.212541,1.03092,0.02541,0.511506702465048,0.51397966902044,1,0,0,0.166666666666667,0.285714285714286,0.333333333333333,0.1875,0
"16",2,10,1.212541,1.104125,0.02541,0.460463300805709,0.962437359392621,1,0,0,0.166666666666667,0.285714285714286,0.333333333333333,0.3125,0
