"","landscape_seed","starting_index","fitness_avg","fitness_var","fitness_min","fitness_max","count","starting_fitness","x","y","frac_1","frac_2","frac_3"
"21",NA,20,1.130866,0.188098162266667,0,1.4641,100,0,0.333333333333333,0.5625,0.62,0.12,0.26
"22",NA,21,1.002122,0.368253330622222,0,1.4641,100,0,0.5,0.285714285714286,0.32,0.26,0.42
"23",NA,22,1.116104,0.271201957155556,0,1.4641,100,0,0.5,0.333333333333333,0.39,0.17,0.44
"24",NA,23,1.193665,0.263956155833333,0,1.4641,100,0,0.666666666666667,0.125,0.2,0.15,0.65
"25",NA,24,0.979374,0.2807606076,0,1.4641,100,0,0.333333333333333,0.625,0.64,0.22,0.14
"26",NA,25,1.086822,0.2930547884,0,1.4641,100,0,0.5,0.380952380952381,0.39,0.19,0.42
"27",NA,26,0.913671,0.389975590766667,0,1.4641,100,0,0.5,0.428571428571429,0.38,0.31,0.31
"28",NA,27,1.127478,0.311937241733333,0,1.4641,100,0,0.666666666666667,0.1875,0.23,0.19,0.58
"29",NA,28,0.99704,0.364788648888889,0,1.4641,100,0,0.5,0.476190476190476,0.34,0.26,0.4
"30",NA,29,1.149137,0.284844219122222,0,1.4641,100,0,0.666666666666667,0.25,0.26,0.17,0.57
"31",NA,30,1.103278,0.336889055066667,0,1.4641,100,0,0.666666666666667,0.3125,0.21,0.21,0.58
"32",NA,31,1.4641,0,1.4641,1.4641,100,0,0.833333333333333,0.142857142857143,0,0,1
"33",NA,32,1.21,0,1.21,1.21,100,0,0.166666666666667,0.857142857142857,1,0,0
"34",NA,33,1.059597,0.224859894233333,0,1.4641,100,0,0.333333333333333,0.6875,0.67,0.16,0.17
"35",NA,34,1.004179,0.280168090766667,0,1.4641,100,0,0.333333333333333,0.75,0.6,0.21,0.19
"36",NA,35,1.077263,0.306024865788889,0,1.4641,100,0,0.5,0.523809523809524,0.37,0.2,0.43
"37",NA,36,1.09142,0.205884995555556,0,1.4641,100,0,0.333333333333333,0.8125,0.66,0.14,0.2
"38",NA,37,1.016158,0.341762289733333,0,1.4641,100,0,0.5,0.571428571428571,0.38,0.24,0.38
"39",NA,38,0.93533,0.372237812222222,0,1.4641,100,0,0.5,0.619047619047619,0.41,0.29,0.3
"40",NA,39,1.134496,0.2969642016,0,1.4641,100,0,0.666666666666667,0.375,0.26,0.18,0.56
"41",NA,40,1.064679,0.2276823241,0,1.4641,100,0,0.333333333333333,0.875,0.65,0.16,0.19
"42",NA,41,0.977922,0.3870766284,0,1.4641,100,0,0.5,0.666666666666667,0.3,0.28,0.42
"43",NA,42,1.046045,0.342340224722222,0,1.4641,100,0,0.5,0.714285714285714,0.32,0.23,0.45
"44",NA,43,1.024991,0.383198730322222,0,1.4641,100,0,0.666666666666667,0.4375,0.23,0.26,0.51
"45",NA,44,1.044835,0.305838289166667,0,1.4641,100,0,0.5,0.761904761904762,0.44,0.21,0.35
"46",NA,45,1.159301,0.288598348988889,0,1.4641,100,0,0.666666666666667,0.5,0.22,0.17,0.61
"47",NA,46,1.191729,0.281286130766667,0,1.4641,100,0,0.666666666666667,0.5625,0.15,0.16,0.69
"48",NA,47,1.4641,0,1.4641,1.4641,100,0,0.833333333333333,0.285714285714286,0,0,1
"49",NA,48,0.994015,0.273228789166667,0,1.4641,100,0,0.333333333333333,0.9375,0.64,0.21,0.15
"50",NA,49,1.041568,0.357582555733333,0,1.4641,100,0,0.5,0.80952380952381,0.28,0.24,0.48
"51",NA,50,1.04544,0.324089626666667,0,1.4641,100,0,0.5,0.857142857142857,0.38,0.22,0.4
"52",NA,51,1.169465,0.292143778055556,0,1.4641,100,0,0.666666666666667,0.625,0.18,0.17,0.65
"53",NA,52,1.05754,0.313175426666667,0,1.4641,100,0,0.5,0.904761904761905,0.39,0.21,0.4
"54",NA,53,1.21847,0.252625278888889,0,1.4641,100,0,0.666666666666667,0.6875,0.16,0.14,0.7
"55",NA,54,1.113442,0.341584823066667,0,1.4641,100,0,0.666666666666667,0.75,0.17,0.21,0.62
"56",NA,55,1.4641,0,1.4641,1.4641,100,0,0.833333333333333,0.428571428571429,0,0,1
"57",NA,56,1.04423,0.287586212222222,0,1.4641,100,0,0.5,0.952380952380952,0.5,0.2,0.3
"58",NA,57,1.196206,0.264685676933333,0,1.4641,100,0,0.666666666666667,0.8125,0.19,0.15,0.66
"59",NA,58,1.10836,0.339263026666667,0,1.4641,100,0,0.666666666666667,0.875,0.19,0.21,0.6
"60",NA,59,1.4641,0,1.4641,1.4641,100,0,0.833333333333333,0.571428571428571,0,0,1
"61",NA,60,1.114773,0.306395179566667,0,1.4641,100,0,0.666666666666667,0.9375,0.28,0.19,0.53
"62",NA,61,1.4641,0,1.4641,1.4641,100,0,0.833333333333333,0.714285714285714,0,0,1
"63",NA,62,1.4641,0,1.4641,1.4641,100,0,0.833333333333333,0.857142857142857,0,0,1
"64",NA,63,1.4641,0,1.4641,1.4641,100,1.464102,1,0.5,0,0,1
