"","genotype_a","genotype_b","avg_fitness_a","avg_fitness_b","fitness_sd_a","fitness_sd_b","raw_p","adj_p","starting_fitness_a","starting_fitness_b","x_a","y_a","x_b","y_b","fitness_diff"
"1",0,1,1.186275,1.193176,0.0956072293186022,0.110152748050288,0.670474660924233,1,1.210002,1.099998,0,0.5,0.166666666666667,0.142857142857143,-0.110004
"2",0,2,1.186275,1.200457,0.0956072293186022,0.115629929765506,0.775783952447849,1,1.210002,1.099998,0,0.5,0.166666666666667,0.285714285714286,-0.110004
"3",0,4,1.186275,1.210488,0.0956072293186022,0.113082014824497,0.947513258343529,1,1.210002,1.099998,0,0.5,0.166666666666667,0.428571428571429,-0.110004
"4",0,8,1.186275,1.218463,0.0956072293186022,0.12511971209424,0.957864438673372,1,1.210002,1.099998,0,0.5,0.166666666666667,0.571428571428571,-0.110004
"5",0,16,1.186275,1.237458,0.0956072293186022,0.129696631405676,0.997123280594836,1,1.210002,1.099998,0,0.5,0.166666666666667,0.714285714285714,-0.110004
"6",0,32,1.186275,1.240253,0.0956072293186022,0.121287126112403,0.999699929053343,1,1.210002,1.099998,0,0.5,0.166666666666667,0.857142857142857,-0.110004
"7",1,0,1.193176,1.186275,0.110152748050288,0.0956072293186022,0.330479304289164,1,1.099998,1.210002,0.166666666666667,0.142857142857143,0,0.5,0.110004
"8",1,3,1.193176,1.286342,0.110152748050288,0.127332925733125,0.999999902281084,1,1.099998,1.000002,0.166666666666667,0.142857142857143,0.333333333333333,0.0625,-0.099996
"9",1,5,1.193176,1.299365,0.110152748050288,0.123200334820974,0.999999998380933,1,1.099998,1.000002,0.166666666666667,0.142857142857143,0.333333333333333,0.125,-0.099996
"10",1,9,1.193176,1.292018,0.110152748050288,0.135299236173346,0.999999887017649,1,1.099998,1.000002,0.166666666666667,0.142857142857143,0.333333333333333,0.25,-0.099996
"11",1,17,1.193176,1.296901,0.110152748050288,0.135618140748205,0.999999950791811,1,1.099998,1.000002,0.166666666666667,0.142857142857143,0.333333333333333,0.4375,-0.099996
"12",1,33,1.193176,1.278674,0.110152748050288,0.135772411041419,0.999994973151168,1,1.099998,1.000002,0.166666666666667,0.142857142857143,0.333333333333333,0.6875,-0.099996
"13",2,3,1.200457,1.286342,0.115629929765506,0.127332925733125,0.999999060783147,1,1.099998,1.000002,0.166666666666667,0.285714285714286,0.333333333333333,0.0625,-0.099996
"14",2,0,1.200457,1.186275,0.115629929765506,0.0956072293186022,0.224999213529361,1,1.099998,1.210002,0.166666666666667,0.285714285714286,0,0.5,0.110004
"15",2,6,1.200457,1.264011,0.115629929765506,0.133968532333364,0.99952072086372,1,1.099998,1.000002,0.166666666666667,0.285714285714286,0.333333333333333,0.1875,-0.099996
"16",2,10,1.200457,1.278796,0.115629929765506,0.13707960889847,0.999974784432786,1,1.099998,1.000002,0.166666666666667,0.285714285714286,0.333333333333333,0.3125,-0.099996
"17",2,18,1.200457,1.276775,0.115629929765506,0.139852201475614,0.999971750749994,1,1.099998,1.000002,0.166666666666667,0.285714285714286,0.333333333333333,0.5,-0.099996
"18",2,34,1.200457,1.279278,0.115629929765506,0.117793366913799,0.999997673026923,1,1.099998,1.000002,0.166666666666667,0.285714285714286,0.333333333333333,0.75,-0.099996
"19",3,2,1.286342,1.200457,0.127332925733125,0.115629929765506,9.51074426522818e-07,5.70644655913691e-06,1.000002,1.099998,0.333333333333333,0.0625,0.166666666666667,0.285714285714286,0.099996
"20",3,1,1.286342,1.193176,0.127332925733125,0.110152748050288,9.90618524018294e-08,5.94371114410977e-07,1.000002,1.099998,0.333333333333333,0.0625,0.166666666666667,0.142857142857143,0.099996
"21",3,7,1.286342,1.31362,0.127332925733125,0.102216632697424,0.938428485543378,1,1.000002,1.099998,0.333333333333333,0.0625,0.5,0.0476190476190476,0.099996
"22",3,11,1.286342,1.302796,0.127332925733125,0.120854712775299,0.796326263023243,1,1.000002,1.099998,0.333333333333333,0.0625,0.5,0.0952380952380952,0.099996
"23",3,19,1.286342,1.308274,0.127332925733125,0.112981831577766,0.877210285878464,1,1.000002,1.099998,0.333333333333333,0.0625,0.5,0.238095238095238,0.099996
"24",3,35,1.286342,1.305117,0.127332925733125,0.119487563323088,0.823654224762217,1,1.000002,1.099998,0.333333333333333,0.0625,0.5,0.523809523809524,0.099996
"25",4,5,1.210488,1.299365,0.113082014824497,0.123200334820974,0.999999774532452,1,1.099998,1.000002,0.166666666666667,0.428571428571429,0.333333333333333,0.125,-0.099996
"26",4,6,1.210488,1.264011,0.113082014824497,0.133968532333364,0.997000924348693,1,1.099998,1.000002,0.166666666666667,0.428571428571429,0.333333333333333,0.1875,-0.099996
